aqi_date_loc,time_updated,o3,pm10,pm25
"2,Richfield,OH",2022-11-07 23:00:00,5,6,24
"3,Richfield,OH",2022-11-07 23:00:00,4,4,13
"4,Richfield,OH",2022-11-07 23:00:00,10,2,6
"5,Richfield,OH",2022-11-07 23:00:00,13,1,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Meridian,CO",2022-11-07 22:00:00,12,4,11
"2,Meridian,CO",2022-11-07 22:00:00,15,3,6
"3,Meridian,CO",2022-11-07 22:00:00,10,6,18
"4,Meridian,CO",2022-11-07 22:00:00,7,15,49
"5,Meridian,CO",2022-11-07 22:00:00,12,9,27
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Camden,TN",2022-11-08 00:00:00,7,12,33
"2,Camden,TN",2022-11-08 00:00:00,3,36,88
"3,Camden,TN",2022-11-08 00:00:00,8,19,43
"4,Camden,TN",2022-11-08 00:00:00,13,3,6
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Duncan,SC",2022-11-07 21:00:00,12,1,3
"2,Duncan,SC",2022-11-07 21:00:00,11,4,8
"3,Duncan,SC",2022-11-07 21:00:00,7,10,33
"4,Duncan,SC",2022-11-07 21:00:00,7,14,51
"5,Duncan,SC",2022-11-07 21:00:00,13,5,13
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Las Animas,CO",2022-11-08 01:00:00,8,3,6
"2,Las Animas,CO",2022-11-08 01:00:00,5,2,4
"3,Las Animas,CO",2022-11-08 01:00:00,5,2,4
"4,Las Animas,CO",2022-11-08 01:00:00,5,2,5
na,na,na,na,na
"1,New London,MN",2022-11-08 00:00:00,13,3,7
"2,New London,MN",2022-11-08 00:00:00,14,9,16
"3,New London,MN",2022-11-08 00:00:00,11,17,32
"4,New London,MN",2022-11-08 00:00:00,14,4,12
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Clayton,GA",2022-11-08 15:00:00,7,9,25
"2,Clayton,GA",2022-11-08 15:00:00,9,6,18
"3,Clayton,GA",2022-11-08 15:00:00,3,7,24
"4,Clayton,GA",2022-11-08 15:00:00,5,7,18
"5,Clayton,GA",2022-11-08 15:00:00,4,2,4
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Delta,UT",2022-11-07 21:00:00,7,7,13
"2,Delta,UT",2022-11-07 21:00:00,3,24,50
"3,Delta,UT",2022-11-07 21:00:00,2,21,45
"4,Delta,UT",2022-11-07 21:00:00,2,23,48
"5,Delta,UT",2022-11-07 21:00:00,2,19,40
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Palmyra,MO",2022-11-08 00:00:00,9,8,21
"2,Palmyra,MO",2022-11-08 00:00:00,9,11,33
"3,Palmyra,MO",2022-11-08 00:00:00,5,12,34
"4,Palmyra,MO",2022-11-08 00:00:00,12,4,10
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Newport,MN",2022-11-08 05:00:00,29,10,22
"2,Newport,MN",2022-11-08 05:00:00,28,10,23
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Woodbridge,CA",2022-11-08 00:00:00,4,26,57
"2,Woodbridge,CA",2022-11-08 00:00:00,3,31,63
"3,Woodbridge,CA",2022-11-08 00:00:00,6,25,48
"4,Woodbridge,CA",2022-11-08 00:00:00,11,3,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Canton,SD",2022-11-08 00:00:00,9,5,15
"2,Canton,SD",2022-11-08 00:00:00,12,8,22
"3,Canton,SD",2022-11-08 00:00:00,9,4,12
"4,Canton,SD",2022-11-08 00:00:00,11,3,8
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Oxford,MI",2022-11-08 04:00:00,26,9,21
"2,Oxford,MI",2022-11-08 04:00:00,26,9,23
na,na,na,na,na
na,na,na,na,na
"1,Oregon,IL",2022-11-08 00:00:00,9,7,20
"2,Oregon,IL",2022-11-08 00:00:00,12,9,29
"3,Oregon,IL",2022-11-08 00:00:00,11,8,23
"4,Oregon,IL",2022-11-08 00:00:00,12,3,9
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Dublin,TX",2022-11-08 03:00:00,29,9,18
"2,Dublin,TX",2022-11-08 03:00:00,31,9,16
na,na,na,na,na
"1,Camden,DE",2022-11-08 00:00:00,7,12,33
"2,Camden,DE",2022-11-08 00:00:00,3,36,88
"3,Camden,DE",2022-11-08 00:00:00,8,19,43
"4,Camden,DE",2022-11-08 00:00:00,13,3,6
"1,Vienna,GA",2022-11-08 05:00:00,14,14,53
"2,Vienna,GA",2022-11-08 05:00:00,14,15,52
"1,Baltimore,OH",2022-01-13 06:00:00,9,20,56
"2,Baltimore,OH",2022-01-13 06:00:00,14,3,8
"3,Baltimore,OH",2022-01-13 06:00:00,11,6,16
"4,Baltimore,OH",2022-01-13 06:00:00,13,3,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Centerville,TN",2022-11-07 22:00:00,10,6,16
"2,Centerville,TN",2022-11-07 22:00:00,10,5,12
"3,Centerville,TN",2022-11-07 22:00:00,10,8,21
"4,Centerville,TN",2022-11-07 22:00:00,7,17,54
"5,Centerville,TN",2022-11-07 22:00:00,9,26,77
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Berwyn,PA",2022-11-07 23:00:00,7,7,18
"2,Berwyn,PA",2022-11-07 23:00:00,7,13,39
"3,Berwyn,PA",2022-11-07 23:00:00,14,17,54
"4,Berwyn,PA",2022-11-07 23:00:00,12,9,24
"5,Berwyn,PA",2022-11-07 23:00:00,11,2,3
na,na,na,na,na
"1,Mount Pleasant,UT",2022-11-08 00:00:00,9,7,18
"2,Mount Pleasant,UT",2022-11-08 00:00:00,10,9,27
"3,Mount Pleasant,UT",2022-11-08 00:00:00,5,7,20
"4,Mount Pleasant,UT",2022-11-08 00:00:00,12,3,9
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Evergreen,AL",2022-11-07 23:00:00,8,7,17
"2,Evergreen,AL",2022-11-07 23:00:00,6,37,79
"3,Evergreen,AL",2022-11-07 23:00:00,2,49,105
"4,Evergreen,AL",2022-11-07 23:00:00,5,40,82
"5,Evergreen,AL",2022-11-07 23:00:00,10,6,16
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Harrison,MI",2022-11-07 23:00:00,8,27,49
"2,Harrison,MI",2022-11-07 23:00:00,3,42,86
"3,Harrison,MI",2022-11-07 23:00:00,5,36,65
"4,Harrison,MI",2022-11-07 23:00:00,10,5,13
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,St. Johns,AZ",2022-11-07 23:00:00,17,20,31
"2,St. Johns,AZ",2022-11-07 23:00:00,17,15,26
"3,St. Johns,AZ",2022-11-07 23:00:00,17,8,26
"4,St. Johns,AZ",2022-11-07 23:00:00,12,3,10
"5,St. Johns,AZ",2022-11-07 23:00:00,9,5,17
na,na,na,na,na
"1,Clayton,DE",2022-11-08 15:00:00,7,9,25
"2,Clayton,DE",2022-11-08 15:00:00,9,6,18
"3,Clayton,DE",2022-11-08 15:00:00,3,7,24
"4,Clayton,DE",2022-11-08 15:00:00,5,7,18
"5,Clayton,DE",2022-11-08 15:00:00,4,2,4
na,na,na,na,na
na,na,na,na,na
"1,Hanover,MN",2022-11-08 06:00:00,16,18,51
"2,Hanover,MN",2022-11-08 06:00:00,14,24,60
"1,Riverside,MO",2022-11-07 20:00:00,9,5,14
"2,Riverside,MO",2022-11-07 20:00:00,7,11,29
"3,Riverside,MO",2022-11-07 20:00:00,3,22,53
"4,Riverside,MO",2022-11-07 20:00:00,10,18,27
"5,Riverside,MO",2022-11-07 20:00:00,13,15,20
"1,Goldendale,WA",2022-11-07 23:00:00,11,2,3
"2,Goldendale,WA",2022-11-07 23:00:00,7,8,20
"3,Goldendale,WA",2022-11-07 23:00:00,2,22,65
"4,Goldendale,WA",2022-11-07 23:00:00,5,14,42
"5,Goldendale,WA",2022-11-07 23:00:00,4,16,51
na,na,na,na,na
"1,Lyons,KS",2022-11-02 09:00:00,20,9,29
"2,Lyons,KS",2022-11-02 09:00:00,16,9,28
"3,Lyons,KS",2022-11-02 09:00:00,16,13,42
"4,Lyons,KS",2022-11-02 09:00:00,11,17,55
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hanover,IN",2022-11-08 06:00:00,16,18,51
"2,Hanover,IN",2022-11-08 06:00:00,14,24,60
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Kane,PA",2022-11-08 06:00:00,20,10,35
"2,Kane,PA",2022-11-08 06:00:00,18,8,30
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Yuma,CO",2022-11-07 21:00:00,10,11,11
"2,Yuma,CO",2022-11-07 21:00:00,12,13,14
"3,Yuma,CO",2022-11-07 21:00:00,14,16,14
"4,Yuma,CO",2022-11-07 21:00:00,18,19,16
"5,Yuma,CO",2022-11-07 21:00:00,17,24,22
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Middleville,MI",2022-11-08 00:00:00,4,26,57
"2,Middleville,MI",2022-11-08 00:00:00,3,31,63
"3,Middleville,MI",2022-11-08 00:00:00,6,25,48
"4,Middleville,MI",2022-11-08 00:00:00,11,3,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hicksville,OH",2022-11-07 23:00:00,9,23,34
"2,Hicksville,OH",2022-11-07 23:00:00,5,39,74
"3,Hicksville,OH",2022-11-07 23:00:00,7,34,54
"4,Hicksville,OH",2022-11-07 23:00:00,12,7,20
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Carlton,OR",2022-11-08 16:00:00,6,7,22
"2,Carlton,OR",2022-11-08 16:00:00,10,6,19
"3,Carlton,OR",2022-11-08 16:00:00,3,8,24
"4,Carlton,OR",2022-11-08 16:00:00,3,11,31
"5,Carlton,OR",2022-11-08 16:00:00,3,1,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Gothenburg,NE",2022-11-08 05:00:00,22,11,30
"2,Gothenburg,NE",2022-11-08 05:00:00,21,11,23
"3,Gothenburg,NE",2022-11-08 05:00:00,22,10,25
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Rochester,PA",2022-11-07 23:00:00,10,4,13
"2,Rochester,PA",2022-11-07 23:00:00,13,3,9
"3,Rochester,PA",2022-11-07 23:00:00,15,8,25
"4,Rochester,PA",2022-11-07 23:00:00,12,7,20
"5,Rochester,PA",2022-11-07 23:00:00,8,3,12
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Riverton,IL",2022-11-07 22:00:00,8,10,30
"2,Riverton,IL",2022-11-07 22:00:00,8,7,22
"3,Riverton,IL",2022-11-07 22:00:00,5,16,47
"4,Riverton,IL",2022-11-07 22:00:00,5,32,88
"5,Riverton,IL",2022-11-07 22:00:00,7,30,86
na,na,na,na,na
"1,Riverdale,CA",2022-11-07 20:00:00,7,15,41
"2,Riverdale,CA",2022-11-07 20:00:00,7,20,41
"3,Riverdale,CA",2022-11-07 20:00:00,3,44,91
"4,Riverdale,CA",2022-11-07 20:00:00,5,44,86
"5,Riverdale,CA",2022-11-07 20:00:00,9,26,58
na,na,na,na,na
"1,San Miguel,CA",2022-11-07 23:00:00,1,21,70
"2,San Miguel,CA",2022-11-07 23:00:00,1,25,81
"3,San Miguel,CA",2022-11-07 23:00:00,4,13,46
"4,San Miguel,CA",2022-11-07 23:00:00,3,10,39
"5,San Miguel,CA",2022-11-07 23:00:00,4,24,77
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Houston,MS",2022-11-07 23:00:00,10,16,45
"2,Houston,MS",2022-11-07 23:00:00,11,20,57
"3,Houston,MS",2022-11-07 23:00:00,13,18,46
"4,Houston,MS",2022-11-07 23:00:00,8,16,40
"5,Houston,MS",2022-11-07 23:00:00,12,2,6
"1,Hobart,OK",2022-11-08 15:00:00,9,9,26
"2,Hobart,OK",2022-11-08 15:00:00,9,4,10
"3,Hobart,OK",2022-11-08 15:00:00,7,4,8
"4,Hobart,OK",2022-11-08 15:00:00,8,3,4
"5,Hobart,OK",2022-11-08 15:00:00,7,2,4
"1,Ingenio,PR",2022-11-08 04:00:00,14,13,16
"2,Ingenio,PR",2022-11-08 04:00:00,12,5,9
"3,Ingenio,PR",2022-11-08 04:00:00,15,8,16
"4,Ingenio,PR",2022-11-08 04:00:00,16,10,19
"5,Ingenio,PR",2022-11-08 04:00:00,15,11,25
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Harlem,GA",2022-11-07 23:00:00,9,6,11
"2,Harlem,GA",2022-11-07 23:00:00,6,38,77
"3,Harlem,GA",2022-11-07 23:00:00,2,50,104
"4,Harlem,GA",2022-11-07 23:00:00,4,41,84
"5,Harlem,GA",2022-11-07 23:00:00,9,6,15
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Baldwin,GA",2022-11-07 23:00:00,9,23,34
"2,Baldwin,GA",2022-11-07 23:00:00,5,39,74
"3,Baldwin,GA",2022-11-07 23:00:00,7,34,54
"4,Baldwin,GA",2022-11-07 23:00:00,12,7,20
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Woodlawn,OH",2022-11-08 00:00:00,6,15,40
"2,Woodlawn,OH",2022-11-08 00:00:00,3,29,62
"3,Woodlawn,OH",2022-11-08 00:00:00,9,10,20
"4,Woodlawn,OH",2022-11-08 00:00:00,9,2,6
"1,Dunkirk,IN",2022-11-08 04:00:00,23,9,21
"2,Dunkirk,IN",2022-11-08 04:00:00,20,13,32
"3,Dunkirk,IN",2022-11-08 04:00:00,18,14,40
na,na,na,na,na
"1,Concordia,NJ",2022-11-07 21:00:00,4,53,75
"2,Concordia,NJ",2022-11-07 21:00:00,7,47,74
"3,Concordia,NJ",2022-11-07 21:00:00,17,14,14
"4,Concordia,NJ",2022-11-07 21:00:00,13,20,23
"5,Concordia,NJ",2022-11-07 21:00:00,10,22,29
na,na,na,na,na
"1,Newcastle,WY",2022-11-08 13:00:00,8,3,5
"2,Newcastle,WY",2022-11-08 13:00:00,8,3,4
"3,Newcastle,WY",2022-11-08 13:00:00,7,6,15
"4,Newcastle,WY",2022-11-08 13:00:00,12,8,28
"5,Newcastle,WY",2022-11-08 13:00:00,9,12,41
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Elizabethtown,NC",2022-11-08 00:00:00,7,10,37
"2,Elizabethtown,NC",2022-11-08 00:00:00,9,11,37
"3,Elizabethtown,NC",2022-11-08 00:00:00,6,8,24
"4,Elizabethtown,NC",2022-11-08 00:00:00,13,2,5
na,na,na,na,na
na,na,na,na,na
"1,Glasgow,MT",2022-11-08 04:00:00,24,9,20
"2,Glasgow,MT",2022-11-08 04:00:00,28,8,20
"3,Glasgow,MT",2022-11-08 04:00:00,30,9,18
na,na,na,na,na
"1,Windsor,NC",2022-11-08 00:00:00,9,8,21
"2,Windsor,NC",2022-11-08 00:00:00,9,12,36
"3,Windsor,NC",2022-11-08 00:00:00,9,11,30
"4,Windsor,NC",2022-11-08 00:00:00,10,5,13
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Georgetown,IN",2022-11-08 12:00:00,3,19,61
"2,Georgetown,IN",2022-11-08 12:00:00,3,18,63
"3,Georgetown,IN",2022-11-08 12:00:00,2,15,56
"4,Georgetown,IN",2022-11-08 12:00:00,6,9,38
"5,Georgetown,IN",2022-11-08 12:00:00,2,10,41
"6,Georgetown,IN",2022-11-08 12:00:00,na,9,39
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Paris,AR",2022-11-08 04:00:00,7,24,58
"2,Paris,AR",2022-11-08 04:00:00,3,27,69
na,na,na,na,na
"1,Jefferson,OR",2022-11-08 00:00:00,6,10,35
"2,Jefferson,OR",2022-11-08 00:00:00,8,12,43
"3,Jefferson,OR",2022-11-08 00:00:00,4,10,29
"4,Jefferson,OR",2022-11-08 00:00:00,12,2,6
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Bethel,OH",2022-11-07 23:00:00,9,23,34
"2,Bethel,OH",2022-11-07 23:00:00,5,39,74
"3,Bethel,OH",2022-11-07 23:00:00,7,34,54
"4,Bethel,OH",2022-11-07 23:00:00,12,7,20
"1,Burbank,WA",2022-11-07 20:00:00,6,17,46
"2,Burbank,WA",2022-11-07 20:00:00,7,11,26
"3,Burbank,WA",2022-11-07 20:00:00,3,40,78
"4,Burbank,WA",2022-11-07 20:00:00,5,44,83
"5,Burbank,WA",2022-11-07 20:00:00,9,28,61
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hartford,SD",2022-11-08 00:00:00,9,6,17
"2,Hartford,SD",2022-11-08 00:00:00,8,18,44
"3,Hartford,SD",2022-11-08 00:00:00,9,15,33
"4,Hartford,SD",2022-11-08 00:00:00,13,3,8
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Auburn,NE",2022-11-07 23:00:00,9,4,9
"2,Auburn,NE",2022-11-07 23:00:00,4,16,42
"3,Auburn,NE",2022-11-07 23:00:00,2,29,74
"4,Auburn,NE",2022-11-07 23:00:00,2,15,49
"5,Auburn,NE",2022-11-07 23:00:00,5,10,32
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Waterloo,WI",2022-11-08 00:00:00,11,6,15
"2,Waterloo,WI",2022-11-08 00:00:00,12,8,26
"3,Waterloo,WI",2022-11-08 00:00:00,9,10,31
"4,Waterloo,WI",2022-11-08 00:00:00,11,3,11
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Sherwood,OH",2022-11-07 23:00:00,8,13,48
"2,Sherwood,OH",2022-11-07 23:00:00,9,13,48
"3,Sherwood,OH",2022-11-07 23:00:00,12,13,41
"4,Sherwood,OH",2022-11-07 23:00:00,8,10,28
"5,Sherwood,OH",2022-11-07 23:00:00,16,2,3
"1,Collinsville,CT",2022-04-28 12:00:00,18,8,34
"2,Collinsville,CT",2022-04-28 12:00:00,13,6,24
"3,Collinsville,CT",2022-04-28 12:00:00,12,6,21
"4,Collinsville,CT",2022-04-28 12:00:00,11,7,25
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Upland,PA",2022-11-07 20:00:00,8,7,20
"2,Upland,PA",2022-11-07 20:00:00,7,10,24
"3,Upland,PA",2022-11-07 20:00:00,5,21,43
"4,Upland,PA",2022-11-07 20:00:00,9,20,27
"5,Upland,PA",2022-11-07 20:00:00,11,16,19
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Kamas,UT",2022-11-08 06:00:00,9,12,43
"2,Kamas,UT",2022-11-08 06:00:00,8,12,45
"3,Kamas,UT",2022-11-08 06:00:00,11,14,46
"1,Winchester,CA",2021-05-18 05:00:00,41,56,52
"2,Winchester,CA",2021-05-18 05:00:00,47,69,55
"3,Winchester,CA",2021-05-18 05:00:00,42,17,15
na,na,na,na,na
na,na,na,na,na
"1,Graniteville,SC",2022-11-07 23:00:00,6,8,20
"2,Graniteville,SC",2022-11-07 23:00:00,4,30,65
"3,Graniteville,SC",2022-11-07 23:00:00,2,34,68
"4,Graniteville,SC",2022-11-07 23:00:00,6,28,55
"5,Graniteville,SC",2022-11-07 23:00:00,11,3,8
na,na,na,na,na
"1,Sharpsburg,PA",2022-11-08 00:00:00,8,9,23
"2,Sharpsburg,PA",2022-11-08 00:00:00,9,11,34
"3,Sharpsburg,PA",2022-11-08 00:00:00,4,10,30
"4,Sharpsburg,PA",2022-11-08 00:00:00,12,4,9
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Islandia,NY",2022-11-08 03:00:00,32,8,13
"2,Islandia,NY",2022-11-08 03:00:00,30,8,19
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Greensboro,GA",2022-11-07 20:00:00,13,5,17
"2,Greensboro,GA",2022-11-07 20:00:00,12,8,18
"3,Greensboro,GA",2022-11-07 20:00:00,12,10,18
"4,Greensboro,GA",2022-11-07 20:00:00,10,3,8
"5,Greensboro,GA",2022-11-07 20:00:00,10,3,10
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Haviland,NY",2022-11-07 23:00:00,9,23,34
"2,Haviland,NY",2022-11-07 23:00:00,5,39,74
"3,Haviland,NY",2022-11-07 23:00:00,7,34,54
"4,Haviland,NY",2022-11-07 23:00:00,12,7,20
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hillsboro,MO",2022-11-07 21:00:00,9,3,7
"2,Hillsboro,MO",2022-11-07 21:00:00,3,10,30
"3,Hillsboro,MO",2022-11-07 21:00:00,1,18,54
"4,Hillsboro,MO",2022-11-07 21:00:00,5,15,49
"5,Hillsboro,MO",2022-11-07 21:00:00,7,16,52
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Orange,OH",2022-11-07 20:00:00,6,16,42
"2,Orange,OH",2022-11-07 20:00:00,6,21,48
"3,Orange,OH",2022-11-07 20:00:00,3,55,121
"4,Orange,OH",2022-11-07 20:00:00,3,45,89
"5,Orange,OH",2022-11-07 20:00:00,7,23,44
na,na,na,na,na
na,na,na,na,na
"1,Springdale,PA",2022-11-07 23:00:00,9,10,37
"2,Springdale,PA",2022-11-07 23:00:00,11,12,44
"3,Springdale,PA",2022-11-07 23:00:00,16,7,26
"4,Springdale,PA",2022-11-07 23:00:00,14,2,7
"5,Springdale,PA",2022-11-07 23:00:00,16,1,3
"1,Medina,WA",2022-02-27 11:18:00,19,170,139
"2,Medina,WA",2022-02-27 11:18:00,13,72,109
"3,Medina,WA",2022-02-27 11:18:00,14,91,142
"4,Medina,WA",2022-02-27 11:18:00,16,82,103
"5,Medina,WA",2022-02-27 11:18:00,15,75,1
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Pendleton,SC",2022-11-07 21:00:00,8,4,10
"2,Pendleton,SC",2022-11-07 21:00:00,11,4,11
"3,Pendleton,SC",2022-11-07 21:00:00,10,8,27
"4,Pendleton,SC",2022-11-07 21:00:00,8,11,40
"5,Pendleton,SC",2022-11-07 21:00:00,9,8,28
na,na,na,na,na
na,na,na,na,na
"1,Lincoln Park,CO",2022-11-07 23:00:00,7,7,18
"2,Lincoln Park,CO",2022-11-07 23:00:00,7,13,39
"3,Lincoln Park,CO",2022-11-07 23:00:00,14,17,54
"4,Lincoln Park,CO",2022-11-07 23:00:00,12,9,24
"5,Lincoln Park,CO",2022-11-07 23:00:00,11,2,3
"1,Lakeland,GA",2022-11-07 20:00:00,18,14,30
"2,Lakeland,GA",2022-11-07 20:00:00,17,11,27
