aqi_date_loc,time_updated,o3,pm10,pm25
"5,Port Huron,MI",2022-11-07 21:00:00,11,3,8
"1,Springfield,OH",2022-11-07 20:00:00,11,10,38
"2,Springfield,OH",2022-11-07 20:00:00,10,12,46
"3,Springfield,OH",2022-11-07 20:00:00,16,9,35
"4,Springfield,OH",2022-11-07 20:00:00,13,2,6
"5,Springfield,OH",2022-11-07 20:00:00,16,2,4
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Buena Park,CA",2022-11-07 18:00:00,6,16,42
"2,Buena Park,CA",2022-11-07 18:00:00,6,21,48
"3,Buena Park,CA",2022-11-07 18:00:00,3,55,121
"4,Buena Park,CA",2022-11-07 18:00:00,3,45,89
"5,Buena Park,CA",2022-11-07 18:00:00,7,23,44
"1,Pleasanton,CA",2022-11-07 18:00:00,10,4,10
"2,Pleasanton,CA",2022-11-07 18:00:00,4,13,36
"3,Pleasanton,CA",2022-11-07 18:00:00,4,16,51
"4,Pleasanton,CA",2022-11-07 18:00:00,6,14,42
"5,Pleasanton,CA",2022-11-07 18:00:00,6,18,50
na,na,na,na,na
na,na,na,na,na
"1,Auburn,WA",2022-11-07 20:00:00,9,4,9
"2,Auburn,WA",2022-11-07 20:00:00,4,16,42
"3,Auburn,WA",2022-11-07 20:00:00,2,29,74
"4,Auburn,WA",2022-11-07 20:00:00,2,15,49
"5,Auburn,WA",2022-11-07 20:00:00,5,10,32
"1,Cranston,RI",2022-11-07 21:00:00,13,2,5
"2,Cranston,RI",2022-11-07 21:00:00,9,8,21
"3,Cranston,RI",2022-11-07 21:00:00,14,9,17
"4,Cranston,RI",2022-11-07 21:00:00,11,14,26
"5,Cranston,RI",2022-11-07 21:00:00,14,5,13
"1,Somerville,MA",2022-11-07 21:00:00,13,3,6
"2,Somerville,MA",2022-11-07 21:00:00,9,7,21
"3,Somerville,MA",2022-11-07 21:00:00,11,14,35
"4,Somerville,MA",2022-11-07 21:00:00,9,17,36
"5,Somerville,MA",2022-11-07 21:00:00,12,4,12
"1,Folsom,CA",2022-11-07 18:00:00,14,2,4
"2,Folsom,CA",2022-11-07 18:00:00,5,8,19
"3,Folsom,CA",2022-11-07 18:00:00,3,11,31
"4,Folsom,CA",2022-11-07 18:00:00,5,15,38
"5,Folsom,CA",2022-11-07 18:00:00,6,10,27
"1,Springdale,AR",2022-11-07 20:00:00,9,10,37
"2,Springdale,AR",2022-11-07 20:00:00,11,12,44
"3,Springdale,AR",2022-11-07 20:00:00,16,7,26
"4,Springdale,AR",2022-11-07 20:00:00,14,2,7
"5,Springdale,AR",2022-11-07 20:00:00,16,1,3
na,na,na,na,na
"1,Warwick,RI",2022-11-08 02:00:00,27,9,22
"2,Warwick,RI",2022-11-08 02:00:00,28,8,20
"1,Cicero,IL",2022-11-07 20:00:00,7,7,18
"2,Cicero,IL",2022-11-07 20:00:00,7,13,39
"3,Cicero,IL",2022-11-07 20:00:00,14,17,54
"4,Cicero,IL",2022-11-07 20:00:00,12,9,24
"5,Cicero,IL",2022-11-07 20:00:00,11,2,3
na,na,na,na,na
"1,Newark,OH",2022-09-26 06:00:00,8,9,23
"2,Newark,OH",2022-09-26 06:00:00,5,5,12
"3,Newark,OH",2022-09-26 06:00:00,9,3,5
"4,Newark,OH",2022-09-26 06:00:00,7,7,17
"1,Williamsburg,VA",2022-11-07 21:00:00,8,7,17
"2,Williamsburg,VA",2022-11-07 21:00:00,6,37,79
"3,Williamsburg,VA",2022-11-07 21:00:00,2,49,105
"4,Williamsburg,VA",2022-11-07 21:00:00,5,40,82
"5,Williamsburg,VA",2022-11-07 21:00:00,10,6,16
"1,Brooklyn Park,MN",2022-11-07 20:00:00,10,5,15
"2,Brooklyn Park,MN",2022-11-07 20:00:00,5,6,24
"3,Brooklyn Park,MN",2022-11-07 20:00:00,4,4,13
"4,Brooklyn Park,MN",2022-11-07 20:00:00,10,2,6
"5,Brooklyn Park,MN",2022-11-07 20:00:00,13,1,3
"1,Hattiesburg,MS",2022-11-07 20:00:00,9,8,25
"2,Hattiesburg,MS",2022-11-07 20:00:00,14,8,28
"3,Hattiesburg,MS",2022-11-07 20:00:00,11,10,24
"4,Hattiesburg,MS",2022-11-07 20:00:00,11,11,33
"5,Hattiesburg,MS",2022-11-07 20:00:00,12,4,10
"1,Alexandria,LA",2022-11-07 21:00:00,9,6,16
"2,Alexandria,LA",2022-11-07 21:00:00,5,15,41
"3,Alexandria,LA",2022-11-07 21:00:00,2,27,62
"4,Alexandria,LA",2022-11-07 21:00:00,8,10,21
"5,Alexandria,LA",2022-11-07 21:00:00,9,3,7
"1,Lawrence,MA",2022-11-07 21:00:00,14,2,4
"2,Lawrence,MA",2022-11-07 21:00:00,8,7,20
"3,Lawrence,MA",2022-11-07 21:00:00,13,11,30
"4,Lawrence,MA",2022-11-07 21:00:00,10,14,32
"5,Lawrence,MA",2022-11-07 21:00:00,11,5,12
"1,Florence,AL",2022-11-06 23:00:00,21,10,40
"2,Florence,AL",2022-11-06 23:00:00,18,7,29
"1,Valdosta,GA",,4,3,9
"2,Valdosta,GA",,15,2,8
"3,Valdosta,GA",,15,6,20
"4,Valdosta,GA",,9,7,5
"1,Plymouth,MN",2022-11-08 02:00:00,29,10,20
"2,Plymouth,MN",2022-11-08 02:00:00,34,12,18
"3,Plymouth,MN",2022-11-08 02:00:00,33,10,20
na,na,na,na,na
"1,Georgetown,TX",2022-11-08 10:00:00,3,19,61
"2,Georgetown,TX",2022-11-08 10:00:00,3,18,63
"3,Georgetown,TX",2022-11-08 10:00:00,2,15,56
"4,Georgetown,TX",2022-11-08 10:00:00,6,9,38
"5,Georgetown,TX",2022-11-08 10:00:00,2,10,41
"6,Georgetown,TX",2022-11-08 10:00:00,na,9,39
"1,Cheyenne,WY",2022-11-07 19:00:00,12,11,30
"2,Cheyenne,WY",2022-11-07 19:00:00,10,12,32
"3,Cheyenne,WY",2022-11-07 19:00:00,11,2,5
"4,Cheyenne,WY",2022-11-07 19:00:00,15,1,3
"5,Cheyenne,WY",2022-11-07 19:00:00,18,1,3
"1,Cedar Park,TX",2022-11-07 20:00:00,8,9,28
"2,Cedar Park,TX",2022-11-07 20:00:00,9,11,26
"3,Cedar Park,TX",2022-11-07 20:00:00,9,9,27
"4,Cedar Park,TX",2022-11-07 20:00:00,14,9,17
"5,Cedar Park,TX",2022-11-07 20:00:00,16,1,3
na,na,na,na,na
"1,Kokomo,IN",2022-11-07 20:00:00,12,5,17
"2,Kokomo,IN",2022-11-07 20:00:00,10,9,31
"3,Kokomo,IN",2022-11-07 20:00:00,13,15,53
"4,Kokomo,IN",2022-11-07 20:00:00,12,8,28
"5,Kokomo,IN",2022-11-07 20:00:00,12,1,3
na,na,na,na,na
"1,Lakewood,CA",2022-11-04 14:00:00,10,3,12
"2,Lakewood,CA",2022-11-04 14:00:00,6,10,26
"3,Lakewood,CA",2022-11-04 14:00:00,5,15,42
na,na,na,na,na
"1,St. Joseph,MO",2022-11-07 20:00:00,11,7,27
"2,St. Joseph,MO",2022-11-07 20:00:00,11,8,29
"3,St. Joseph,MO",2022-11-07 20:00:00,12,6,21
"4,St. Joseph,MO",2022-11-07 20:00:00,14,1,3
"5,St. Joseph,MO",2022-11-07 20:00:00,15,2,6
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Alton,IL",2022-11-07 21:00:00,11,12,29
"2,Alton,IL",2022-11-07 21:00:00,11,16,28
"3,Alton,IL",2022-11-07 21:00:00,12,11,24
"4,Alton,IL",2022-11-07 21:00:00,11,7,18
"5,Alton,IL",2022-11-07 21:00:00,13,4,11
na,na,na,na,na
"1,Boynton Beach,FL",2022-11-07 20:00:00,20,20,23
"2,Boynton Beach,FL",2022-11-07 20:00:00,16,9,25
"3,Boynton Beach,FL",2022-11-07 20:00:00,14,7,16
"4,Boynton Beach,FL",2022-11-07 20:00:00,15,15,43
"5,Boynton Beach,FL",2022-11-07 20:00:00,11,8,25
na,na,na,na,na
"1,Anderson,SC",2022-11-07 21:00:00,12,5,15
"2,Anderson,SC",2022-11-07 21:00:00,9,7,25
"3,Anderson,SC",2022-11-07 21:00:00,13,10,37
"4,Anderson,SC",2022-11-07 21:00:00,12,7,25
"5,Anderson,SC",2022-11-07 21:00:00,12,1,3
"1,Jonesboro,AR",2022-11-07 20:00:00,17,18,29
"2,Jonesboro,AR",2022-11-07 20:00:00,17,11,19
"3,Jonesboro,AR",2022-11-07 20:00:00,15,5,14
"4,Jonesboro,AR",2022-11-07 20:00:00,15,8,19
"5,Jonesboro,AR",2022-11-07 20:00:00,16,16,37
"1,Lebanon,PA",2022-11-07 21:00:00,12,3,5
"2,Lebanon,PA",2022-11-07 21:00:00,7,11,27
"3,Lebanon,PA",2022-11-07 21:00:00,7,23,54
"4,Lebanon,PA",2022-11-07 21:00:00,10,12,23
"5,Lebanon,PA",2022-11-07 21:00:00,10,2,6
"1,Parma,OH",2022-11-06 23:00:00,11,21,70
"2,Parma,OH",2022-11-06 23:00:00,17,14,54
na,na,na,na,na
"1,Elizabethtown,KY",2022-11-07 21:00:00,13,6,20
"2,Elizabethtown,KY",2022-11-07 21:00:00,7,10,37
"3,Elizabethtown,KY",2022-11-07 21:00:00,9,11,37
"4,Elizabethtown,KY",2022-11-07 21:00:00,6,8,24
"5,Elizabethtown,KY",2022-11-07 21:00:00,13,2,5
"1,Texarkana,TX",2022-11-07 19:00:00,4,10,34
"2,Texarkana,TX",2022-11-07 19:00:00,7,13,45
"3,Texarkana,TX",2022-11-07 19:00:00,11,12,44
"4,Texarkana,TX",2022-11-07 19:00:00,10,10,34
"5,Texarkana,TX",2022-11-07 19:00:00,15,2,4
"1,Alameda,CA",2022-11-07 18:00:00,10,5,10
"2,Alameda,CA",2022-11-07 18:00:00,4,23,51
"3,Alameda,CA",2022-11-07 18:00:00,3,38,87
"4,Alameda,CA",2022-11-07 18:00:00,3,26,65
"5,Alameda,CA",2022-11-07 18:00:00,5,21,54
na,na,na,na,na
na,na,na,na,na
"1,Porterville,CA",2022-11-07 18:00:00,14,1,4
"2,Porterville,CA",2022-11-07 18:00:00,8,3,11
"3,Porterville,CA",2022-11-07 18:00:00,7,4,15
"4,Porterville,CA",2022-11-07 18:00:00,7,7,23
"5,Porterville,CA",2022-11-07 18:00:00,10,5,15
"1,Baytown,TX",2022-11-07 19:00:00,11,15,45
"2,Baytown,TX",2022-11-07 19:00:00,13,20,60
"3,Baytown,TX",2022-11-07 19:00:00,16,14,39
"4,Baytown,TX",2022-11-07 19:00:00,7,16,40
"5,Baytown,TX",2022-11-07 19:00:00,13,2,5
"1,Upland,CA",2022-11-07 18:00:00,8,7,20
"2,Upland,CA",2022-11-07 18:00:00,7,10,24
"3,Upland,CA",2022-11-07 18:00:00,5,21,43
"4,Upland,CA",2022-11-07 18:00:00,9,20,27
"5,Upland,CA",2022-11-07 18:00:00,11,16,19
"1,Davis,CA",2022-11-07 18:00:00,10,3,9
"2,Davis,CA",2022-11-07 18:00:00,3,8,25
"3,Davis,CA",2022-11-07 18:00:00,3,9,30
"4,Davis,CA",2022-11-07 18:00:00,5,8,26
"5,Davis,CA",2022-11-07 18:00:00,8,14,26
na,na,na,na,na
"1,South Jordan,UT",2022-11-07 18:00:00,8,10,30
"2,South Jordan,UT",2022-11-07 18:00:00,8,7,22
"3,South Jordan,UT",2022-11-07 18:00:00,5,16,47
"4,South Jordan,UT",2022-11-07 18:00:00,5,32,88
"5,South Jordan,UT",2022-11-07 18:00:00,7,30,86
"1,Battle Creek,MI",2022-11-07 19:00:00,9,9,24
"2,Battle Creek,MI",2022-11-07 19:00:00,12,3,8
"3,Battle Creek,MI",2022-11-07 19:00:00,13,5,10
"4,Battle Creek,MI",2022-11-07 19:00:00,12,22,63
"5,Battle Creek,MI",2022-11-07 19:00:00,12,23,72
"1,Bellflower,CA",2022-11-07 18:00:00,7,19,48
"2,Bellflower,CA",2022-11-07 18:00:00,8,19,43
"3,Bellflower,CA",2022-11-07 18:00:00,3,59,129
"4,Bellflower,CA",2022-11-07 18:00:00,3,72,143
"5,Bellflower,CA",2022-11-07 18:00:00,4,44,90
"1,San Marcos,TX",2022-11-07 20:00:00,8,40,95
"2,San Marcos,TX",2022-11-07 20:00:00,7,41,95
"3,San Marcos,TX",2022-11-07 20:00:00,8,48,117
"4,San Marcos,TX",2022-11-07 20:00:00,6,57,137
"5,San Marcos,TX",2022-11-07 20:00:00,9,43,117
"1,San Ramon,CA",2022-11-07 18:00:00,10,4,10
"2,San Ramon,CA",2022-11-07 18:00:00,4,13,36
"3,San Ramon,CA",2022-11-07 18:00:00,4,16,51
"4,San Ramon,CA",2022-11-07 18:00:00,6,14,42
"5,San Ramon,CA",2022-11-07 18:00:00,6,18,50
na,na,na,na,na
"1,Bethlehem,PA",2022-11-07 21:00:00,12,2,5
"2,Bethlehem,PA",2022-11-07 21:00:00,8,10,27
"3,Bethlehem,PA",2022-11-07 21:00:00,5,21,52
"4,Bethlehem,PA",2022-11-07 21:00:00,8,13,31
"5,Bethlehem,PA",2022-11-07 21:00:00,12,2,5
"1,Wyoming,MI",2022-11-07 21:00:00,10,3,9
"2,Wyoming,MI",2022-11-07 21:00:00,10,8,27
"3,Wyoming,MI",2022-11-07 21:00:00,14,17,59
"4,Wyoming,MI",2022-11-07 21:00:00,12,9,30
"5,Wyoming,MI",2022-11-07 21:00:00,12,1,3
na,na,na,na,na
"1,Hammond,IN",2022-11-07 20:00:00,8,5,14
"2,Hammond,IN",2022-11-07 20:00:00,8,10,32
"3,Hammond,IN",2022-11-07 20:00:00,14,16,53
"4,Hammond,IN",2022-11-07 20:00:00,12,7,21
"5,Hammond,IN",2022-11-07 20:00:00,11,2,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Wheeling,WV",2022-11-07 20:00:00,7,7,21
"2,Wheeling,WV",2022-11-07 20:00:00,7,13,40
"3,Wheeling,WV",2022-11-07 20:00:00,13,17,54
"4,Wheeling,WV",2022-11-07 20:00:00,12,8,24
"5,Wheeling,WV",2022-11-07 20:00:00,12,1,3
na,na,na,na,na
na,na,na,na,na
"1,Rancho Cordova,CA",2022-11-07 18:00:00,12,3,7
"2,Rancho Cordova,CA",2022-11-07 18:00:00,3,20,50
"3,Rancho Cordova,CA",2022-11-07 18:00:00,2,25,64
"4,Rancho Cordova,CA",2022-11-07 18:00:00,3,22,59
"5,Rancho Cordova,CA",2022-11-07 18:00:00,4,18,48
na,na,na,na,na
"1,Gary,IN",2022-11-07 19:00:00,10,4,10
"2,Gary,IN",2022-11-07 19:00:00,7,9,30
"3,Gary,IN",2022-11-07 19:00:00,13,16,54
"4,Gary,IN",2022-11-07 19:00:00,11,7,20
"5,Gary,IN",2022-11-07 19:00:00,11,2,3
"1,Altoona,PA",2022-11-07 21:00:00,10,3,6
"2,Altoona,PA",2022-11-07 21:00:00,12,3,10
"3,Altoona,PA",2022-11-07 21:00:00,11,11,33
"4,Altoona,PA",2022-11-07 21:00:00,8,7,15
"5,Altoona,PA",2022-11-07 21:00:00,7,3,10
"1,Lodi,CA",2022-11-05 23:00:00,5,40,117
"2,Lodi,CA",2022-11-05 23:00:00,3,38,112
na,na,na,na,na
"1,Bolingbrook,IL",2022-11-07 20:00:00,7,8,21
"2,Bolingbrook,IL",2022-11-07 20:00:00,10,9,32
"3,Bolingbrook,IL",2022-11-07 20:00:00,15,15,50
"4,Bolingbrook,IL",2022-11-07 20:00:00,13,7,21
"5,Bolingbrook,IL",2022-11-07 20:00:00,12,1,3
na,na,na,na,na
"1,Winchester,VA",2021-05-18 05:00:00,41,56,52
"2,Winchester,VA",2021-05-18 05:00:00,47,69,55
"3,Winchester,VA",2021-05-18 05:00:00,42,17,15
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Union City,CA",2022-11-07 21:00:00,8,7,17
"2,Union City,CA",2022-11-07 21:00:00,6,37,79
"3,Union City,CA",2022-11-07 21:00:00,2,49,105
"4,Union City,CA",2022-11-07 21:00:00,5,40,82
"5,Union City,CA",2022-11-07 21:00:00,10,6,16
"1,Owensboro,KY",2022-11-07 20:00:00,13,7,23
"2,Owensboro,KY",2022-11-07 20:00:00,6,12,39
"3,Owensboro,KY",2022-11-07 20:00:00,11,10,30
"4,Owensboro,KY",2022-11-07 20:00:00,10,8,24
"5,Owensboro,KY",2022-11-07 20:00:00,14,2,4
"1,Jackson,TN",2022-11-07 20:00:00,6,10,35
"2,Jackson,TN",2022-11-07 20:00:00,11,9,30
"3,Jackson,TN",2022-11-07 20:00:00,8,12,28
"4,Jackson,TN",2022-11-07 20:00:00,10,14,45
"5,Jackson,TN",2022-11-07 20:00:00,14,2,6
"1,Cleveland,TN",2022-11-07 21:00:00,10,4,9
"2,Cleveland,TN",2022-11-07 21:00:00,9,6,18
"3,Cleveland,TN",2022-11-07 21:00:00,12,10,29
"4,Cleveland,TN",2022-11-07 21:00:00,8,8,23
"5,Cleveland,TN",2022-11-07 21:00:00,10,4,11
na,na,na,na,na
"1,Camden,NJ",2022-11-07 21:00:00,9,5,12
"2,Camden,NJ",2022-11-07 21:00:00,7,12,33
"3,Camden,NJ",2022-11-07 21:00:00,3,36,88
"4,Camden,NJ",2022-11-07 21:00:00,8,19,43
"5,Camden,NJ",2022-11-07 21:00:00,13,3,6
na,na,na,na,na
"1,Evanston,IL",2022-11-07 20:00:00,9,8,28
"2,Evanston,IL",2022-11-07 20:00:00,10,10,39
"3,Evanston,IL",2022-11-07 20:00:00,12,7,27
"4,Evanston,IL",2022-11-07 20:00:00,14,1,3
"5,Evanston,IL",2022-11-07 20:00:00,16,2,6
"1,Apple Valley,CA",2022-11-07 20:00:00,11,5,15
"2,Apple Valley,CA",2022-11-07 20:00:00,6,6,24
"3,Apple Valley,CA",2022-11-07 20:00:00,4,5,16
"4,Apple Valley,CA",2022-11-07 20:00:00,12,2,4
"5,Apple Valley,CA",2022-11-07 20:00:00,13,1,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Pocatello,ID",2022-11-07 19:00:00,11,3,7
"2,Pocatello,ID",2022-11-07 19:00:00,14,3,5
"3,Pocatello,ID",2022-11-07 19:00:00,12,4,12
"4,Pocatello,ID",2022-11-07 19:00:00,10,7,19
"5,Pocatello,ID",2022-11-07 19:00:00,10,5,16
"1,Woodbury,MN",2022-11-07 20:00:00,12,4,12
"2,Woodbury,MN",2022-11-07 20:00:00,5,6,23
"3,Woodbury,MN",2022-11-07 20:00:00,5,3,10
"4,Woodbury,MN",2022-11-07 20:00:00,10,2,6
"5,Woodbury,MN",2022-11-07 20:00:00,13,1,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,New Britain,CT",2022-11-07 20:00:00,19,17,33
"2,New Britain,CT",2022-11-07 20:00:00,20,25,39
"3,New Britain,CT",2022-11-07 20:00:00,16,9,21
"4,New Britain,CT",2022-11-07 20:00:00,13,5,13
"5,New Britain,CT",2022-11-07 20:00:00,11,6,19
na,na,na,na,na
na,na,na,na,na
"1,Hammond,LA",2022-11-07 20:00:00,8,5,14
"2,Hammond,LA",2022-11-07 20:00:00,8,10,32
"3,Hammond,LA",2022-11-07 20:00:00,14,16,53
"4,Hammond,LA",2022-11-07 20:00:00,12,7,21
"5,Hammond,LA",2022-11-07 20:00:00,11,2,3
na,na,na,na,na
"1,Harrisonburg,VA",2022-11-07 21:00:00,12,5,13
"2,Harrisonburg,VA",2022-11-07 21:00:00,9,7,19
"3,Harrisonburg,VA",2022-11-07 21:00:00,11,10,24
"4,Harrisonburg,VA",2022-11-07 21:00:00,5,10,18
"5,Harrisonburg,VA",2022-11-07 21:00:00,7,3,8
"1,Wenatchee,WA",2022-11-07 20:00:00,11,2,8
"2,Wenatchee,WA",2022-11-07 20:00:00,10,5,18
"3,Wenatchee,WA",2022-11-07 20:00:00,8,7,25
"4,Wenatchee,WA",2022-11-07 20:00:00,7,12,48
"5,Wenatchee,WA",2022-11-07 20:00:00,7,12,48
"1,Waukesha,WI",2022-11-07 21:00:00,10,4,11
"2,Waukesha,WI",2022-11-07 21:00:00,12,9,35
"3,Waukesha,WI",2022-11-07 21:00:00,14,13,48
"4,Waukesha,WI",2022-11-07 21:00:00,14,6,19
"5,Waukesha,WI",2022-11-07 21:00:00,12,1,3
"1,Pawtucket,RI",2022-11-07 21:00:00,13,2,5
"2,Pawtucket,RI",2022-11-07 21:00:00,8,9,25
"3,Pawtucket,RI",2022-11-07 21:00:00,13,10,20
"4,Pawtucket,RI",2022-11-07 21:00:00,11,14,28
"5,Pawtucket,RI",2022-11-07 21:00:00,13,4,12
"1,Redmond,WA",2022-11-07 20:00:00,8,5,10
"2,Redmond,WA",2022-11-07 20:00:00,4,16,43
"3,Redmond,WA",2022-11-07 20:00:00,2,24,67
"4,Redmond,WA",2022-11-07 20:00:00,2,17,52
"5,Redmond,WA",2022-11-07 20:00:00,4,10,27
"1,Lauderhill,FL",2022-11-07 21:00:00,18,17,21
"2,Lauderhill,FL",2022-11-07 21:00:00,13,6,20
"3,Lauderhill,FL",2022-11-07 21:00:00,13,6,16
"4,Lauderhill,FL",2022-11-07 21:00:00,11,15,44
"5,Lauderhill,FL",2022-11-07 21:00:00,8,10,29
na,na,na,na,na
"1,Redlands,CA",2022-11-07 21:00:00,11,4,9
"2,Redlands,CA",2022-11-07 21:00:00,7,13,35
"3,Redlands,CA",2022-11-07 21:00:00,3,27,63
"4,Redlands,CA",2022-11-07 21:00:00,8,11,25
"5,Redlands,CA",2022-11-07 21:00:00,9,2,6
"1,Daphne,AL",2022-11-08 03:00:00,16,22,60
"2,Daphne,AL",2022-11-08 03:00:00,15,23,61
"3,Daphne,AL",2022-11-08 03:00:00,9,23,63
"1,Mount Vernon,WA",2022-11-07 20:00:00,9,6,11
"2,Mount Vernon,WA",2022-11-07 20:00:00,6,38,77
"3,Mount Vernon,WA",2022-11-07 20:00:00,2,50,104
"4,Mount Vernon,WA",2022-11-07 20:00:00,4,41,84
"5,Mount Vernon,WA",2022-11-07 20:00:00,9,6,15
"1,Weston,FL",2022-11-07 21:00:00,18,17,21
"2,Weston,FL",2022-11-07 21:00:00,14,6,20
"3,Weston,FL",2022-11-07 21:00:00,13,6,14
"4,Weston,FL",2022-11-07 21:00:00,12,13,39
"5,Weston,FL",2022-11-07 21:00:00,10,8,22
na,na,na,na,na
na,na,na,na,na
"1,Sherman,TX",2020-08-24 20:00:00,18,50,129
"2,Sherman,TX",2020-08-24 20:00:00,16,34,66
"3,Sherman,TX",2020-08-24 20:00:00,13,39,65
"4,Sherman,TX",2020-08-24 20:00:00,6,42,72
"5,Sherman,TX",2020-08-24 20:00:00,na,47,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Bristol,TN",2022-11-08 02:00:00,25,10,19
"2,Bristol,TN",2022-11-08 02:00:00,28,9,21
"3,Bristol,TN",2022-11-08 02:00:00,29,9,22
"1,Wilmington,DE",2022-11-07 21:00:00,10,4,10
"2,Wilmington,DE",2022-11-07 21:00:00,7,10,26
"3,Wilmington,DE",2022-11-07 21:00:00,5,24,51
"4,Wilmington,DE",2022-11-07 21:00:00,9,12,24
"5,Wilmington,DE",2022-11-07 21:00:00,13,2,6
"1,Casas Adobes,AZ",2022-11-07 19:00:00,7,13,32
"2,Casas Adobes,AZ",2022-11-07 19:00:00,10,13,25
"3,Casas Adobes,AZ",2022-11-07 19:00:00,12,15,24
"4,Casas Adobes,AZ",2022-11-07 19:00:00,9,23,49
"5,Casas Adobes,AZ",2022-11-07 19:00:00,7,24,51
"1,Walnut Creek,CA",2022-11-07 18:00:00,10,4,11
"2,Walnut Creek,CA",2022-11-07 18:00:00,3,19,48
"3,Walnut Creek,CA",2022-11-07 18:00:00,3,24,64
"4,Walnut Creek,CA",2022-11-07 18:00:00,5,15,46
"5,Walnut Creek,CA",2022-11-07 18:00:00,6,15,38
na,na,na,na,na
"1,Lynwood,CA",2022-11-07 18:00:00,7,19,48
"2,Lynwood,CA",2022-11-07 18:00:00,8,19,43
"3,Lynwood,CA",2022-11-07 18:00:00,3,59,129
"4,Lynwood,CA",2022-11-07 18:00:00,3,72,143
"5,Lynwood,CA",2022-11-07 18:00:00,4,44,90
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Homestead,FL",2022-11-07 20:00:00,17,16,22
"2,Homestead,FL",2022-11-07 20:00:00,15,5,19
"3,Homestead,FL",2022-11-07 20:00:00,16,6,14
"4,Homestead,FL",2022-11-07 20:00:00,13,12,35
"5,Homestead,FL",2022-11-07 20:00:00,11,8,20
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Lake Elsinore,CA",2022-11-07 18:00:00,10,4,10
"2,Lake Elsinore,CA",2022-11-07 18:00:00,9,7,14
"3,Lake Elsinore,CA",2022-11-07 18:00:00,6,15,35
"4,Lake Elsinore,CA",2022-11-07 18:00:00,9,15,25
"5,Lake Elsinore,CA",2022-11-07 18:00:00,9,15,22
"1,Daytona Beach,FL",2022-11-07 20:00:00,19,17,33
"2,Daytona Beach,FL",2022-11-07 20:00:00,20,25,39
"3,Daytona Beach,FL",2022-11-07 20:00:00,16,9,21
"4,Daytona Beach,FL",2022-11-07 20:00:00,13,5,13
"5,Daytona Beach,FL",2022-11-07 20:00:00,11,6,19
na,na,na,na,na
"1,Lima,OH",2022-11-07 22:00:00,7,20,47
"2,Lima,OH",2022-11-07 22:00:00,8,23,51
"3,Lima,OH",2022-11-07 22:00:00,8,18,44
"4,Lima,OH",2022-11-07 22:00:00,7,23,52
"5,Lima,OH",2022-11-07 22:00:00,8,21,51
"1,Decatur,AL",2022-11-07 20:00:00,13,6,23
"2,Decatur,AL",2022-11-07 20:00:00,11,10,35
"3,Decatur,AL",2022-11-07 20:00:00,15,11,37
"4,Decatur,AL",2022-11-07 20:00:00,13,6,19
"5,Decatur,AL",2022-11-07 20:00:00,12,1,3
"1,Rocklin,CA",2022-11-07 18:00:00,13,2,5
"2,Rocklin,CA",2022-11-07 18:00:00,5,10,24
"3,Rocklin,CA",2022-11-07 18:00:00,3,12,32
"4,Rocklin,CA",2022-11-07 18:00:00,4,15,37
"5,Rocklin,CA",2022-11-07 18:00:00,5,12,30
na,na,na,na,na
na,na,na,na,na
"1,Hanover,PA",2022-11-08 04:00:00,16,18,51
"2,Hanover,PA",2022-11-08 04:00:00,14,24,60
"1,Bossier City,LA",2022-11-07 21:00:00,5,9,29
"2,Bossier City,LA",2022-11-07 21:00:00,5,13,46
"3,Bossier City,LA",2022-11-07 21:00:00,9,12,44
"4,Bossier City,LA",2022-11-07 21:00:00,9,10,34
"5,Bossier City,LA",2022-11-07 21:00:00,16,2,5
na,na,na,na,na
"1,Rockville,MD",2022-11-07 21:00:00,11,4,9
"2,Rockville,MD",2022-11-07 21:00:00,7,13,35
"3,Rockville,MD",2022-11-07 21:00:00,3,27,63
"4,Rockville,MD",2022-11-07 21:00:00,8,11,25
"5,Rockville,MD",2022-11-07 21:00:00,9,2,6
"1,Victoria,TX",2022-11-07 19:00:00,12,2,4
"2,Victoria,TX",2022-11-07 19:00:00,7,7,22
"3,Victoria,TX",2022-11-07 19:00:00,4,16,55
"4,Victoria,TX",2022-11-07 19:00:00,6,17,58
"5,Victoria,TX",2022-11-07 19:00:00,9,9,30
na,na,na,na,na
"1,Guaynabo,PR",2022-11-07 21:00:00,5,1,3
"2,Guaynabo,PR",2022-11-07 21:00:00,6,2,5
"3,Guaynabo,PR",2022-11-07 21:00:00,7,4,10
"4,Guaynabo,PR",2022-11-07 21:00:00,6,6,13
"5,Guaynabo,PR",2022-11-07 21:00:00,5,5,13
na,na,na,na,na
"1,Union City,NJ",2022-11-07 21:00:00,8,7,17
"2,Union City,NJ",2022-11-07 21:00:00,6,37,79
