lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
"40.72102,-74.1928",40.72102,-74.1928,"Bloomfield,KY",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"44.9594,-93.0356",44.9594,-93.0356,"St. Paul,IN",11/8/2022 0:00,5,na,60,na,na,na,5
"35.73,-81.37",35.73,-81.37,"Berryville,TX",11/8/2022 1:00,38,na,87,na,na,na,38
"33.991341,-85.992653",33.991341,-85.992653,"Double Springs,AL",11/8/2022 0:00,21,na,94,na,na,na,21
"53.59235,10.053724",53.59235,10.053724,"Hamburg,IA",11/8/2022 6:00,20,0.1,81,20.2,19.5,17,25
"38.8577,-77.05922",38.8577,-77.05922,"Washington,KS",11/8/2022 1:00,18,0.1,29,1.9,13.9,10,18
"41.23172,-80.80116",41.23172,-80.80116,"Warren,TX",11/7/2022 12:00,9,na,46.6,na,na,na,9
"-37.8287277,145.1324",-37.8287277,145.1324,"Clayton,IN",11/8/2022 17:00,54,1.8,52.9,4.7,26.4,15,54
"44.044306,-79.48325",44.044306,-79.48325,"Aurora,UT",11/8/2022 1:00,13,na,84,1.9,12.1,na,13
"44.9594,-93.0356",44.9594,-93.0356,"St. Paul,TX",11/8/2022 0:00,5,na,60,na,na,na,5
"35.638599,-77.358002",35.638599,-77.358002,"Greenville,IN",11/8/2022 1:00,13,na,100,na,na,na,13
"33.3311,-87.0036",33.3311,-87.0036,"Bessemer,PA",11/8/2022 0:00,36,na,99,na,0.8,na,36
"50.1220323,8.6471212",50.1220323,8.6471212,"Frankfort,OH",11/8/2022 7:00,34,0.1,100,22.9,13,10,34
"-33.872468,151.213337",-33.872468,151.213337,"Sidney,IA",11/8/2022 16:00,14,1.2,60.1,7.5,13.6,5,6
"42.92111,-78.76611",42.92111,-78.76611,"Amherst,WI",11/8/2022 1:00,25,2.5,69,11.5,6,na,25
"49.0578053,18.9198444",49.0578053,18.9198444,"Martin,SD",11/8/2022 7:00,68,7.1,95.4,6.9,na,27,68
"51.4529847075166,-0.944461432664066",51.45298471,-0.944461433,"Reading,MI",11/8/2022 3:00,26,na,93,5.3,26,10,21
"-37.9135475,144.998",-37.9135475,144.998,"Elwood,NJ",11/8/2022 17:00,48,0.7,68.2,3.8,14.5,11,48
"37.936,-122.0262",37.936,-122.0262,"Concord,MI",11/7/2022 22:00,23,2.3,75.4,1.2,23.3,na,13
"44.7383,-93.2372",44.7383,-93.2372,"Lakeville,CT",11/8/2022 0:00,20,na,73,na,na,na,20
"44.044306,-79.48325",44.044306,-79.48325,"Aurora,OR",11/8/2022 1:00,13,na,84,1.9,12.1,na,13
"38.656449,-90.198548",38.656449,-90.198548,"Mound City,MO",11/8/2022 0:00,16,2.3,62,9.2,14.5,16,15
"45.77222,3.0875",45.77222,3.0875,"Clermont,GA",2/9/2020 6:00,26,na,81,20.4,na,11,26
"51.601203,-2.977281",51.601203,-2.977281,"Newport,DE",11/8/2022 5:00,25,na,94,1.9,26,14,25
"-22.884198,-43.242592",-22.884198,-43.242592,"Rio,WI",11/7/2022 15:00,21,74.5,82,7.6,20.8,50,na
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Astoria,IL",11/8/2022 0:00,28,4.8,41,16.6,98.1,na,28
"40.6041,-74.27517",40.6041,-74.27517,"Westfield,PA",11/8/2022 0:00,25,2.3,41.5,4.7,1,na,25
"40.4316,-86.8525",40.4316,-86.8525,"Chauncey,OH",11/8/2022 0:00,18,na,73,na,na,na,18
"-37.8073959,144.97",-37.8073959,144.97,"Carlton,MN",11/8/2022 17:00,17,0.7,80.9,3.8,14.5,11,17
"39.838199,-104.94984",39.838199,-104.94984,"Thornton,CA",11/7/2022 23:00,34,6,52,14.2,0.5,34,68
"39.055302,-76.878304",39.055302,-76.878304,"Fairland,OK",11/8/2022 1:00,26,1.2,37,4.3,26.4,na,na
"33.403055555556,-112.07527777778",33.40305556,-112.0752778,"Central City,PA",11/7/2022 23:00,61,8.9,51.5,4.7,19.2,56,61
"40.72102,-74.1928",40.72102,-74.1928,"Newark,IL",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"42.474671,-70.971358",42.474671,-70.971358,"Lynn,IN",11/8/2022 1:00,24,1.2,45.7,1.1,24.1,na,17
"40.83606,-73.92009",40.83606,-73.92009,"University Heights,IA",11/8/2022 0:00,26,1.4,40,15.2,32,na,26
"33.99952,-117.41595",33.99952,-117.41595,"Riverside,IA",11/7/2022 22:00,11,2.3,98,9,11.2,4,5
"36.1397,-115.17565",36.1397,-115.17565,"Paradise,UT",5/18/2021 5:00,40,0.1,32.5,6.3,11.8,33,40
"40.812558,-96.675733",40.812558,-96.675733,"Lincoln,PA",11/8/2022 0:00,21,na,50.7,na,na,na,21
"45.16057658,10.79557331",45.16057658,10.79557331,"Mantua,OH",11/6/2022 23:00,70,0.1,92,22.9,22,28,70
"42.190296,-121.731369",42.190296,-121.731369,"Altamont,KS",11/7/2022 22:00,8,na,81,na,na,na,8
"37.9604,-122.35685",37.9604,-122.35685,"San Pablo,NM",11/7/2022 22:00,28,2.3,78.5,2.5,28.1,na,17
"44.219722,-76.521111",44.219722,-76.521111,"Kingston,OH",11/8/2022 1:00,13,na,72,2.8,12.8,na,9
"51.425286,-0.345606",51.425286,-0.345606,"Walton,IN",11/8/2022 6:00,16,na,87.5,23.8,na,8,16
"41.3536,-72.0789",41.3536,-72.0789,"New London,TX",11/8/2022 1:00,16,na,50,na,na,12,16
"38.8577,-77.05922",38.8577,-77.05922,"Alexandria,TN",11/8/2022 1:00,18,0.1,30,1.9,13.9,10,18
"55.945589,-3.182186",55.945589,-3.182186,"Edinburg,IL",11/8/2022 5:00,30,6.4,82.2,0.5,29.5,4,8
"36.10638,-115.25333",36.10638,-115.25333,"Enterprise,WV",5/18/2021 5:00,23,0.1,28.7,6.3,9,19,23
"36.16396,-115.11393",36.16396,-115.11393,"Winchester,OH",5/18/2021 5:00,33,0.1,30,7.7,7.4,33,26
"42.9633599,-85.6680863",42.9633599,-85.6680863,"Grand Rapids,OH",11/7/2022 23:00,35,4.8,72,7.5,11.2,14,35
"52.199575,0.12774",52.199575,0.12774,"Cambridge,NE",5/13/2022 9:00,30,na,61.7,5.1,25,11,30
"47.494318,-111.303317",47.494318,-111.303317,"Electric City,WA",11/7/2022 23:00,11,na,77,na,na,na,11
"67.275501,14.419057",67.275501,14.419057,"Bude,MS",11/8/2022 7:00,4,na,89,na,na,2,4
"51.744806,-1.260278",51.744806,-1.260278,"Oxford,KS",11/8/2022 5:00,25,na,87.5,0.2,na,10,25
"39.10465,-94.57055",39.10465,-94.57055,"Greenwood,WI",11/8/2022 0:00,19,na,42,5.7,na,19,10
"40.002734,-82.994404",40.002734,-82.994404,"Columbus,NC",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"42.76138,-84.562867",42.76138,-84.562867,"Waverly,FL",11/5/2022 2:00,52,na,55,1,32.8,na,52
"37.988028,23.727628",37.988028,23.727628,"Athens,MI",11/8/2022 9:00,109,na,81,33.9,na,55,109
"41.594427,-87.495044",41.594427,-87.495044,"Highland,KS",11/8/2022 0:00,50,na,73,na,na,na,50
"35.6075,-82.5833",35.6075,-82.5833,"Morristown,MN",11/8/2022 1:00,30,na,94,na,na,na,30
"-40.286857441758,-73.076710459412",-40.28685744,-73.07671046,"La Union,NM",11/8/2022 2:00,20,na,93,na,na,20,13
"42.642253,-73.754576",42.642253,-73.754576,"Albany,WI",11/8/2022 0:00,23,2.3,61,na,2,na,23
"49.411231944444,14.676388611111",49.41123194,14.67638861,"Tabor,IA",11/8/2022 6:00,23,na,97.9,6.4,1,23,9
"51.389286904505,-0.141661524779893",51.3892869,-0.141661525,"Sutton,WV",11/8/2022 5:00,17,na,88,26.5,na,15,17
"42.93257,-87.93434",42.93257,-87.93434,"Greenfield,IL",11/8/2022 1:00,17,1.5,65,1.6,21.3,9,17
"41.3536,-72.0789",41.3536,-72.0789,"New London,MO",11/8/2022 1:00,16,na,50,na,na,12,16
"36.0487,-115.05294",36.0487,-115.05294,"Henderson,NE",5/18/2021 5:00,24,0.1,25.7,8.1,15.5,24,24
"34.18198,-118.36304",34.18198,-118.36304,"Hollywood,AL",11/7/2022 22:00,13,na,93,10.5,8.8,na,13
"38.508114,-82.659301",38.508114,-82.659301,"Ironville,KY",11/8/2022 1:00,25,na,39.7,na,na,na,25
"41.063526,-81.468956",41.063526,-81.468956,"Summitville,IN",11/8/2022 1:00,51,na,60,na,na,na,51
"40.72102,-74.1928",40.72102,-74.1928,"Milford,PA",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"41.2474,-95.9731",41.2474,-95.9731,"Omaha,TX",11/8/2022 0:00,23,1.2,54.7,na,19.2,23,17
"51.462839,-2.584482",51.462839,-2.584482,"Bristol,FL",11/8/2022 6:00,31,0.4,90,21.1,31.3,15,17
"34.632999,-98.428802",34.632999,-98.428802,"Lawton,IA",11/8/2022 0:00,86,na,100,na,12.8,37,86
"40.662774119801,-111.90180620685",40.66277412,-111.9018062,"Taylorsville,IN",11/7/2022 23:00,25,0.5,41.8,4.7,24.8,na,22
"41.731201,-111.837502",41.731201,-111.837502,"Logan,NM",11/7/2022 23:00,30,0.6,48,1.9,29.6,na,15
"9.949488,-84.142876",9.949488,-84.142876,"San Miguel,NM",11/8/2022 0:00,25,na,86,na,na,na,25
"37.48293,-122.20348",37.48293,-122.20348,"Palo Alto,PA",11/7/2022 22:00,27,2.3,82,1.6,27.2,na,9
"19.42461,-99.119594",19.42461,-99.119594,"Mexico,IN",11/8/2022 0:00,12,3.4,58,15.8,12.1,41,13
"44.5884,-123.2673",44.5884,-123.2673,"Corvallis,MT",7/26/2022 13:00,-,na,75,na,na,na,52
"42.77077,-71.102259",42.77077,-71.102259,"Lawrence,MI",11/8/2022 0:00,30,2.3,40,1.1,21.6,na,30
"37.48293,-122.20348",37.48293,-122.20348,"Belmont,WI",11/7/2022 22:00,27,2.3,82,1.6,27.2,na,9
"39.741667,-94.858333",39.741667,-94.858333,"St. Joseph,LA",11/8/2022 0:00,22,na,45,na,na,21,22
"40.002734,-82.994404",40.002734,-82.994404,"Franklin,GA",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"39.143197,-76.846192",39.143197,-76.846192,"Laurel,NY",11/8/2022 1:00,17,1.2,38.3,11.8,na,na,17
"41.5503,-73.0442",41.5503,-73.0442,"Wolcott,IN",11/8/2022 1:00,23,na,10,na,na,na,23
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Sunnyside,GA",11/8/2022 0:00,28,4.8,41,16.6,98.1,na,28
"40.867985,-73.87808",40.867985,-73.87808,"Mount Vernon,MD",11/8/2022 0:00,25,0.8,47.3,15.2,27.2,na,25
"29.686389,-95.294722",29.686389,-95.294722,"Houston,MN",11/8/2022 0:00,3,na,90.9,10.7,3.2,na,na
"40.13623485066,-111.66015852648",40.13623485,-111.6601585,"Springville,CA",11/7/2022 23:00,20,na,64,9.3,16.8,na,20
"42.642253,-73.754576",42.642253,-73.754576,"Troy,MT",11/8/2022 0:00,23,2.3,61,na,2,na,23
"33.859444,-118.200278",33.859444,-118.200278,"Lakewood Village,TX",11/7/2022 20:00,33,na,92,31.4,na,na,33
"40.902886699711,-111.88449633822",40.9028867,-111.8844963,"Farmington,PA",11/7/2022 23:00,19,na,42,7.5,19.2,na,9
"45.16057658,10.79557331",45.16057658,10.79557331,"Mantua,UT",11/6/2022 23:00,70,0.1,92,22.9,22,28,70
"40.580254,-74.198295",40.580254,-74.198295,"Rossville,TN",11/8/2022 0:00,35,na,46,na,12.8,na,35
"51.632696,-3.947374",51.632696,-3.947374,"Swansea,SC",11/8/2022 5:00,59,na,88,0.5,22,23,59
"42.642253,-73.754576",42.642253,-73.754576,"Troy,KS",11/8/2022 0:00,23,2.3,61,na,2,na,23
"39.464872,-74.448736",39.464872,-74.448736,"Pleasantville,OH",11/8/2022 2:00,23,na,48,4.7,23.3,na,23
"53.76559,-2.680353",53.76559,-2.680353,"Preston,IA",11/8/2022 6:00,29,na,87,4.6,28.5,9,21
"42.93056,-87.932104",42.93056,-87.932104,"Oak Creek,CO",11/8/2022 0:00,18,1.2,65,1.9,21.3,8,18
"37.74306,-122.16994",37.74306,-122.16994,"Ashland,MT",11/7/2022 22:00,25,2.3,82,3.8,24.8,na,21
"39.77946,-105.005124",39.77946,-105.005124,"Westminster,TX",11/7/2022 23:00,42,4.7,60,14.7,0.9,33,42
"39.2787,-84.36612",39.2787,-84.36612,"Palmyra,IN",11/8/2022 1:00,29,na,42,na,na,na,29
"40.6041,-74.27517",40.6041,-74.27517,"Linden,TN",11/8/2022 0:00,25,2.3,41.5,4.7,1,na,25
"-33.016889,27.899083",-33.016889,27.899083,"Buffalo City,WI",11/8/2022 6:00,18,4.4,205.35,na,0.7,18,na
"37.793635,-122.263356",37.793635,-122.263356,"Oakland,OR",11/7/2022 22:00,21,2.3,76,7.3,na,na,21
"51.601203,-2.977281",51.601203,-2.977281,"Newport,OH",11/8/2022 6:00,32,0.4,93,3.2,19,17,32
"40.28308,-74.74264",40.28308,-74.74264,"Princeton,IA",11/8/2022 2:00,26,na,50,0.1,25.6,na,23
"41.8932669,12.4753855",41.8932669,12.4753855,"Loma,CO",11/6/2022 23:00,25,na,42.5,9.6,15.1,9,25
"40.72102,-74.1928",40.72102,-74.1928,"Bloomfield,NE",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"42.33155,-122.880266",42.33155,-122.880266,"Medford,OK",11/7/2022 0:00,-,na,93,na,na,na,9
"38.288191,-85.741337",38.288191,-85.741337,"Jeffersonville,GA",11/8/2022 2:00,30,na,43,na,na,na,30
"40.9958,-80.3467",40.9958,-80.3467,"New Castle,KY",11/8/2022 0:00,36,na,70,6.5,4.8,21,36
"40.72102,-74.1928",40.72102,-74.1928,"Camptown,VA",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"39.2787,-84.36612",39.2787,-84.36612,"Mason,WV",11/8/2022 2:00,22,na,42.3,na,na,na,22
"42.76138,-84.562867",42.76138,-84.562867,"Lansing,IA",11/5/2022 2:00,52,na,55,1,32.8,na,52
"43.098908,-75.22507",43.098908,-75.22507,"Utica,IN",11/8/2022 1:00,32,na,78,na,na,na,32
"44.706123,-93.285803",44.706123,-93.285803,"Burnsville,MS",11/8/2022 1:00,21,2.3,75,3.5,na,na,21
"-37.8073959,144.97",-37.8073959,144.97,"Brunswick,NC",11/8/2022 18:00,24,0.7,73,3.8,14.5,11,24
"36.0487,-115.05294",36.0487,-115.05294,"Henderson,MN",5/18/2021 5:00,24,0.1,25.7,8.1,15.5,24,24
"28.102509498246,-15.420199443431",28.1025095,-15.42019944,"Palmas,PR",11/8/2022 6:00,42,0.1,83,7.4,17.9,17,42
"40.7939,-124.1613",40.7939,-124.1613,"Uniontown,KY",9/29/2021 7:00,50,na,97,na,na,na,50
"39.303056,-94.376389",39.303056,-94.376389,"Liberty,UT",11/8/2022 0:00,34,na,45,na,30.4,na,34
"34.51096,-117.32555",34.51096,-117.32555,"Hesperia,MI",11/7/2022 22:00,29,na,78,3.8,28.9,4,17
"42.3584308,-71.0597732",42.3584308,-71.0597732,"Boston,VA",11/8/2022 1:00,25,2.3,47.6,7.5,24.8,na,17
"48.847911110984,10.096291667091",48.84791111,10.09629167,"Allen,OK",11/8/2022 7:00,34,na,95.5,10.6,9.4,14,34
"49.1328,-122.6942",49.1328,-122.6942,"Walnut Grove,TN",11/7/2022 22:00,14,0.1,76.6,1.5,10.7,na,14
"37.936,-122.0262",37.936,-122.0262,"Pleasant Hill,IL",11/7/2022 22:00,23,2.3,75.4,1.2,23.3,na,13
"34.06653,-118.22676",34.06653,-118.22676,"Silver Lake,IN",11/7/2022 23:00,33,5.6,91.7,19.5,0.8,10,33
"39.42227,-75.0252",39.42227,-75.0252,"Millville,PA",11/8/2022 2:00,27,na,35,1.9,27.2,na,9
"40.1122,-75.3092",40.1122,-75.3092,"Wayne,OH",11/8/2022 0:00,16,na,44.6,1.9,9.6,na,16
"40.867985,-73.87808",40.867985,-73.87808,"Wakefield,KS",11/8/2022 1:00,18,0.8,57,15.2,25.6,na,18
"40.72698,-73.89312",40.72698,-73.89312,"Woodville,MS",11/8/2022 1:00,31,na,45,na,na,na,31
"41.656944,-85.96833",41.656944,-85.96833,"Elkhart,IA",11/8/2022 2:00,13,na,76.4,na,na,na,13
"39.143197,-76.846192",39.143197,-76.846192,"Laurel,NE",11/8/2022 2:00,9,1.2,35.3,7.9,na,na,9
"43.443833,-80.503806",43.443833,-80.503806,"Waterloo,NE",11/8/2022 1:00,12,na,81.5,2.8,12.1,na,5
"38.8577,-77.05922",38.8577,-77.05922,"Washington,LA",11/8/2022 2:00,17,0.1,30,1.9,13.9,9,17
"30.06717,-94.09093",30.06717,-94.09093,"Beaumont,MS",na,-,na,99,na,na,na,na
"40.515,-78.3889",40.515,-78.3889,"Altoona,AL",11/8/2022 0:00,18,na,48,na,32,11,18
"36.697189,-97.081278",36.697189,-97.081278,"Ponca,NE",11/8/2022 1:00,33,na,79,na,na,15,33
"33.83061,-117.9385",33.83061,-117.9385,"Garden Grove,FL",11/7/2022 20:00,16,8.9,96,24.6,0.1,1,16
"40.002734,-82.994404",40.002734,-82.994404,"Franklin,NE",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"28.090277777778,-82.700833333333",28.09027778,-82.70083333,"Keystone,CO",11/7/2022 20:00,30,2.5,83.5,1,13.9,na,30
"40.902886699711,-111.88449633822",40.9028867,-111.8844963,"Centerville,TX",11/7/2022 23:00,19,na,42,7.5,19.2,na,9
"47.38614,-122.23195",47.38614,-122.23195,"Slaughter,LA",11/8/2022 1:00,50,na,93,na,na,na,50
"45.828968,-119.262991",45.828968,-119.262991,"Maxwell,IA",11/7/2022 23:00,16,na,86,na,na,na,16
"44.9594,-93.0356",44.9594,-93.0356,"Woodbury,GA",11/8/2022 1:00,13,na,64,na,na,na,13
"41.578603,-87.557392",41.578603,-87.557392,"Dyer,AR",11/8/2022 1:00,23,na,65,na,na,na,23
"37.48293,-122.20348",37.48293,-122.20348,"Belmont,NY",11/7/2022 22:00,27,2.3,82,1.6,27.2,na,9
"39.047911,-94.450513",39.047911,-94.450513,"Ray,ND",11/8/2022 0:00,13,2.3,47.8,10.9,na,na,13
"41.171398,-73.195297",41.171398,-73.195297,"Stratford,CA",11/8/2022 2:00,22,na,52,na,na,na,22
"38.74643,-121.26498",38.74643,-121.26498,"Antelope,SD",11/7/2022 23:00,19,na,83.2,3.8,19.2,4,9
"32.789561,-116.944222",32.789561,-116.944222,"Santee,SC",11/7/2022 21:00,17,1.7,90,na,16.8,5,10
"33.433349,-82.022217",33.433349,-82.022217,"Augusta,MI",11/8/2022 1:00,56,na,93,na,na,19,56
"38.74643,-121.26498",38.74643,-121.26498,"Roseville,IL",11/7/2022 23:00,19,na,83.2,3.8,19.2,4,9
"37.384249877647,-5.9596177518418",37.38424988,-5.959617752,"Seville,FL",11/8/2022 6:00,53,0.1,85.5,10.6,4.3,36,53
"33.569166666667,-112.19138888889",33.56916667,-112.1913889,"Glendale,OR",11/8/2022 0:00,49,20,25,26,4,29,49
"41.051896,-73.763648",41.051896,-73.763648,"White Plains,KY",11/8/2022 1:00,24,0.8,53,15.2,24.8,na,24
"37.988028,23.727628",37.988028,23.727628,"Athens,WV",11/8/2022 9:00,109,na,81,33.9,na,55,109
"51.552476,-0.258089",51.552476,-0.258089,"Brent,OK",11/8/2022 5:00,25,na,89.5,8.4,24.6,12,17
"15.5007,32.5599",15.5007,32.5599,"Sudan,TX",11/8/2022 9:00,82,na,23,na,na,na,82
"42.642253,-73.754576",42.642253,-73.754576,"Troy,ID",11/8/2022 1:00,24,2.3,63,na,2,na,24
"46.4846547,30.6964293",46.4846547,30.6964293,"Odessa,WA",3/6/2020 21:00,90,na,99.9,na,na,54,90
"41.3011,-72.9028",41.3011,-72.9028,"New Haven,KY",11/8/2022 1:00,20,1,48,0.5,14.7,20,20
"39.047911,-94.450513",39.047911,-94.450513,"Independence,VA",11/8/2022 0:00,13,2.3,47.8,10.9,na,na,13
"41.3011,-72.9028",41.3011,-72.9028,"North Haven,NY",11/8/2022 1:00,20,1,48,0.5,14.7,20,20
"42.642253,-73.754576",42.642253,-73.754576,"Albany,OH",11/8/2022 1:00,24,2.3,63,na,2,na,24
"41.875,-90.177498",41.875,-90.177498,"Clinton,WA",11/7/2022 23:00,37,na,80,na,na,na,37
"42.211674,-71.113864",42.211674,-71.113864,"Randolph,NE",11/8/2022 1:00,26,1.2,59,1.9,25.6,na,17
"52.47609,-1.875024",52.47609,-1.875024,"Shirley,IN",11/8/2022 6:00,29,na,97,14.7,29.3,11,25
"28.746111111111,-81.310555555556",28.74611111,-81.31055556,"Sanford,CO",11/7/2022 20:00,28,1.9,93.2,1.3,13.5,22,28
"43.098908,-75.22507",43.098908,-75.22507,"Utica,MS",11/8/2022 1:00,32,na,78,na,na,na,32
"32.509789,-92.04605",32.509789,-92.04605,"Monroe,IN",11/4/2022 8:00,20,na,93,na,20,na,na
"33.67653,-117.33104",33.67653,-117.33104,"Elsinore,UT",11/7/2022 23:00,22,1.2,93,2.8,22.4,2,1
"38.53455,-121.7734",38.53455,-121.7734,"Dixon,KY",11/7/2022 23:00,20,na,93,1.9,20,na,1
"19.34561,-99.009381",19.34561,-99.009381,"Magdalena,NM",11/8/2022 0:00,42,5.6,58,15.8,10.4,na,42
"35.502968,-97.577674",35.502968,-97.577674,"Oklahoma,PA",11/8/2022 1:00,36,4.5,86,3.8,na,12,36
"34.7561,-92.2758",34.7561,-92.2758,"Argenta,IL",11/8/2022 0:00,22,na,77,na,15.2,na,22
"40.72102,-74.1928",40.72102,-74.1928,"Garrison,TX",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"53.80378,-1.546472",53.80378,-1.546472,"Leeds,UT",11/8/2022 6:00,24,3,na,12.4,24.4,11,30
"41.492191,-81.678552",41.492191,-81.678552,"Cleveland,NC",11/8/2022 2:00,15,1.2,67,3.8,14.5,10,na
"40.902886699711,-111.88449633822",40.9028867,-111.8844963,"Centerville,SD",11/7/2022 23:00,19,na,42,7.5,19.2,na,9
"16.4095395,120.5948075",16.4095395,120.5948075,"Trinidad,TX",10/28/2020 16:00,72,na,84.3,na,na,72,na
"29.670025,-95.1285077",29.670025,-95.1285077,"Deer Park,CA",11/8/2022 0:00,13,2.3,94.4,8.3,4.8,8,13
"34.51096,-117.32555",34.51096,-117.32555,"Victor,IA",11/7/2022 22:00,29,na,78,3.8,28.9,4,17
"46.743889,-92.166946",46.743889,-92.166946,"Superior,MT",11/8/2022 1:00,7,na,69,na,na,na,7
"38.011,-121.8187",38.011,-121.8187,"Black Diamond,FL",8/27/2020 15:00,-,na,-,na,na,na,-
"57.481308,-4.241451",57.481308,-4.241451,"Inverness,MS",11/8/2022 6:00,4,na,82,1.6,27,2,4
"40.63306,-74.137156",40.63306,-74.137156,"Graniteville,VT",11/8/2022 1:00,16,na,54,na,12.8,na,16
"53.378622,-1.478096",53.378622,-1.478096,"Sheffield,IL",11/8/2022 6:00,26,na,96,1.4,25.6,9,25
"42.642253,-73.754576",42.642253,-73.754576,"Albany,IL",11/8/2022 1:00,24,2.3,63,na,2,na,24
"37.48293,-122.20348",37.48293,-122.20348,"Belmont,WV",11/7/2022 22:00,27,2.3,82,1.6,27.2,na,9
"38.68329,-121.16444",38.68329,-121.16444,"Folsom,LA",11/7/2022 23:00,24,na,84.6,1,24.1,na,na
"41.4428,-75.6231",41.4428,-75.6231,"Scranton,SC",11/8/2022 0:00,23,3.4,48.3,2.8,28.9,17,23
"39.42227,-75.0252",39.42227,-75.0252,"Vineland,MN",11/8/2022 2:00,27,na,35,1.9,27.2,na,9
"37.936,-122.0262",37.936,-122.0262,"Walnut Creek,NC",11/7/2022 22:00,23,2.3,75.4,1.2,23.3,na,13
"30.394166666667,-87.008055555556",30.39416667,-87.00805556,"Midway,NM",11/7/2022 19:00,38,na,93.7,na,5.7,18,38
"39.41,-76.2967",39.41,-76.2967,"Edgewood,IA",11/8/2022 2:00,21,na,42,na,na,na,21
"35.97814,-114.84631",35.97814,-114.84631,"Wilbur,WA",3/12/2021 6:00,14,0.1,93,4.9,14.3,4,8
"32.6563574,-97.0885849",32.6563574,-97.0885849,"Arlington,SD",11/8/2022 1:00,6,na,88,11.2,6.4,na,na
"40.812558,-96.675733",40.812558,-96.675733,"Lincoln,MT",11/8/2022 1:00,17,na,50,na,na,na,17
"42.1406,-87.7994",42.1406,-87.7994,"Deerfield,MI",11/8/2022 1:00,20,na,76.7,na,20,na,18
"40.739264,-73.817694",40.739264,-73.817694,"Hillside,NY",11/8/2022 1:00,24,1.4,45,5.1,25.6,na,24
"37.793635,-122.263356",37.793635,-122.263356,"Oakland,IL",11/7/2022 22:00,21,2.3,76,7.3,na,na,21
"47.592675,-122.62739",47.592675,-122.62739,"Silverdale,PA",11/8/2022 1:00,5,na,99,na,na,na,5
"26.053888888889,-80.256944444444",26.05388889,-80.25694444,"Plantation,KY",11/8/2022 2:00,30,1,88,8.3,12.6,19,30
"39.8356,-75.3725",39.8356,-75.3725,"Chester,MT",11/8/2022 0:00,15,na,51,1.9,9.6,na,15
"-22.884198,-43.242592",-22.884198,-43.242592,"Rio,FL",11/7/2022 15:00,21,74.5,82,7.6,20.8,50,na
"27.965555555556,-82.230277777778",27.96555556,-82.23027778,"Brandon,WI",11/8/2022 1:00,17,2.5,94,1,9.8,17,22
"42.267002,-89.08917",42.267002,-89.08917,"Rockford,TN",11/8/2022 1:00,35,na,80,na,na,na,35
"38.75961,-94.57983",38.75961,-94.57983,"Rankin,TX",11/8/2022 0:00,5,na,94,na,29.6,na,5
"44.9594,-93.0356",44.9594,-93.0356,"St. Paul,VA",11/8/2022 1:00,13,na,64,na,na,na,13
"41.051896,-73.763648",41.051896,-73.763648,"White Plains,AL",11/8/2022 1:00,24,0.8,53,15.2,24.8,na,24
"26.2262097,-98.291069",26.2262097,-98.291069,"Mission,OR",11/8/2022 0:00,25,na,91,na,15.2,na,25
"42.3584308,-71.0597732",42.3584308,-71.0597732,"Winthrop,IA",11/8/2022 1:00,25,2.3,47.6,7.5,24.8,na,17
"-37.7749672,145.3285",-37.7749672,145.3285,"Lilydale,MN",11/8/2022 18:00,27,3.4,51,21.3,27.2,18,24
"35.638599,-77.358002",35.638599,-77.358002,"Greenville,GA",11/8/2022 2:00,21,na,100,na,na,na,21
"28.746111111111,-81.310555555556",28.74611111,-81.31055556,"Sanford,MI",11/7/2022 20:00,28,1.9,93.2,1.3,13.5,22,28
"44.7383,-93.2372",44.7383,-93.2372,"Apple Valley,UT",11/8/2022 1:00,20,na,74,na,na,na,20
"40.736251,-73.821655",40.736251,-73.821655,"Forest Hill,LA",11/8/2022 1:00,22,1.4,45,5.1,25.6,na,22
"48.856614,2.3522219",48.856614,2.3522219,"Paris,PA",11/8/2022 6:00,11,0.1,78,19.2,15.6,11,21
"50.9959111111106,2.36626928430889",50.99591111,2.366269284,"Dunkirk,OH",11/8/2022 6:00,20,na,86,1,19.9,6,17
"36.7558,3.039114",36.7558,3.039114,"Alger,OH",11/8/2022 8:00,74,na,87,na,na,na,74
"42.76138,-84.562867",42.76138,-84.562867,"Waverly,MO",11/5/2022 2:00,52,na,55,1,32.8,na,52
"40.64144,-74.20836",40.64144,-74.20836,"Elizabeth,WV",11/8/2022 2:00,35,2.3,46,4.7,1,na,35
"40.33950492678,-111.71347993778",40.33950493,-111.7134799,"Lake City,MI",11/8/2022 0:00,24,1.5,42.3,3.8,24.1,18,19
"40.743156,-73.585513",40.743156,-73.585513,"Roosevelt,NJ",11/8/2022 1:00,21,1.4,52,5.1,18,na,21
