aqi_key,lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
654,"27.113443,114.992509",27.113443,114.992509,"Luling,LA",11/8/2022 11:00,109,6.4,90.9,12.8,20.4,52,109
655,"43.781611,-79.417722",43.781611,-79.417722,"Richmond Hill,GA",11/7/2022 23:00,17,na,73.5,9.3,7.3,na,17
656,"51.46603,0.184806",51.46603,0.184806,"Bexley,OH",11/8/2022 3:00,30,7.3,82.8,1,28.1,13,30
657,"54.569297,-1.220874",54.569297,-1.220874,"Middlesborough,KY",11/8/2022 3:00,30,na,79,1,20.8,11,30
658,"46.533194,-84.309917",46.533194,-84.309917,"Sault Ste. Marie,MI",11/7/2022 23:00,22,na,69,2.8,21.6,na,5
659,"51.632696,-3.947374",51.632696,-3.947374,"Swansea,IL",11/8/2022 3:00,50,na,89.7,0.5,22,13,50
660,"49.957927777778,14.0583",49.95792778,14.0583,"Verona,WI",11/8/2022 4:00,87,na,99,5.4,19.3,24,87
661,"51.374264,0.54797",51.374264,0.54797,"Chatham,IL",11/8/2022 3:00,28,na,85.9,0.5,28.3,20,25
662,"-33.927546,18.482759",-33.927546,18.482759,"Lansdowne,VA",11/8/2022 6:00,24,8.4,90,5.4,na,23,24
663,"28.635759353638,77.224449157715",28.63575935,77.22444916,"Delhi,CA",11/8/2022 9:00,291,na,83,na,na,na,291
664,"-32.93118,151.7596",-32.93118,151.7596,"Newcastle,WA",11/8/2022 13:00,2,na,75,2.8,na,13,1
665,"37.196104640346,-3.6126594952059",37.19610464,-3.612659495,"Grenada,MS",11/8/2022 4:00,53,0.1,69,15.6,13.7,33,53
666,"53.80378,-1.546472",53.80378,-1.546472,"Leeds,AL",11/8/2022 3:00,30,2.8,na,1.9,22.8,12,30
667,"41.9875,21.6525",41.9875,21.6525,"Macedonia,OH",11/8/2022 3:00,157,157.4,96.5,4.1,0.3,33,80
668,"-33.79425,150.9142",-33.79425,150.9142,"Seven Hills,OH",11/8/2022 14:00,24,1.2,46,1,24.1,4,2
669,"37.338202,-121.849892",37.338202,-121.849892,"Alum Rock,CA",11/7/2022 18:00,13,3.4,75,12.4,na,na,13
670,"19.42461,-99.119594",19.42461,-99.119594,"Mexico,MO",11/7/2022 22:00,11,3.4,59,19.5,11.2,41,13
671,"-37.9135475,144.998",-37.9135475,144.998,"Elwood,NY",11/8/2022 15:00,36,0.7,66.7,3.8,14.5,11,36
672,"44.427783966,12.186494827",44.42778397,12.18649483,"Ravenna,OH",11/6/2022 23:00,65,0.1,94.4,26.6,21.2,15,65
673,"52.5200066,13.404954",52.5200066,13.404954,"Berlin,NH",2/22/2022 14:00,26,na,68,17.4,26,26,na
674,"-41.303,146.951",-41.303,146.951,"Exeter,CA",11/8/2022 14:00,29,na,38.8,na,na,29,13
675,"49.0578053,18.9198444",49.0578053,18.9198444,"Martin,TN",11/8/2022 4:00,72,7.1,94.4,6.9,na,26,72
676,"49.0520822,8.2527935",49.0520822,8.2527935,"Worth,IL",11/8/2022 5:00,21,na,95,na,na,21,na
677,"45.735351083786,4.829801108221",45.73535108,4.829801108,"Lyons,IL",11/2/2022 9:00,28,na,74.5,9.4,0.6,na,28
678,"50.260617,-119.270723",50.260617,-119.270723,"Vernon,TX",11/7/2022 19:00,31,na,77,4,8.5,19,31
679,"37.7769629210654,30.5471035478632",37.77696292,30.54710355,"Sparta,WI",11/8/2022 7:00,72,4.2,71.1,18.5,7.7,39,72
680,"49.4896322869577,0.100702489901362",49.48963229,0.10070249,"Havre,MT",11/8/2022 5:00,1,na,82,na,24,10,na
681,"51.410039,-0.127523",51.410039,-0.127523,"Croydon,PA",11/8/2022 3:00,50,na,85,na,na,na,50
682,"52.247064000036,-7.1516249996007",52.247064,-7.151625,"Waterford,CA",11/8/2022 3:00,56,na,90,0.2,34.3,23,56
683,"32.4611928,130.1948406",32.4611928,130.1948406,"Hondo,TX",11/8/2022 12:00,11,na,35.2,3.8,44,11,55
684,"13.087840080261,80.278472900391",13.08784008,80.2784729,"Madras,OR",11/8/2022 9:00,183,na,91,na,na,na,183
685,"34.1992,-118.53275",34.1992,-118.53275,"Girard,OH",11/7/2022 20:00,25,3.4,87,12.6,9.6,na,25
686,"49.1583,-122.9017",49.1583,-122.9017,"Delta,CO",11/7/2022 19:00,27,na,69,6.4,6,na,27
687,"53.378622,-1.478096",53.378622,-1.478096,"Sheffield,AL",11/8/2022 4:00,25,na,94,1.4,24.8,9,25
688,"-33.682778,150.903611",-33.682778,150.903611,"Glenwood,IL",11/8/2022 14:00,23,1.2,46.3,1,23.3,16,9
689,"43.312152807423,-1.9809008637097",43.31215281,-1.980900864,"San Sebastián,PR",11/8/2022 3:00,17,0.1,38,9.6,na,9,17
690,"43.653226,-79.3831843",43.653226,-79.3831843,"East York,PA",11/7/2022 23:00,25,2.3,66.6,11.2,7.3,na,25
691,"48.783150000042,9.1807305558523",48.78315,9.180730556,"Stuttgart,AR",11/8/2022 4:00,42,na,96,17.9,0.9,24,42
692,"4.5725,-74.0836",4.5725,-74.0836,"Bogota,NJ",11/7/2022 23:00,30,4.3,70.82,5.4,2.5,13,30
693,"16.4095395,120.5948075",16.4095395,120.5948075,"Trinidad,CO",10/28/2020 16:00,72,na,84.3,na,na,72,na
694,"52.411563,-1.560228",52.411563,-1.560228,"Kenilworth,NJ",11/8/2022 4:00,33,na,92.6,2,32.8,10,25
695,"-23.501547361,-46.420736839",-23.50154736,-46.42073684,"Brazil,IN",11/8/2022 1:00,25,na,100,6.9,15.1,11,25
696,"-41.238,146.42",-41.238,146.42,"Latrobe,PA",11/8/2022 14:00,6,na,90.9,na,na,6,9
697,"37.384249877647,-5.9596177518418",37.38424988,-5.959617752,"Seville,OH",11/8/2022 5:00,53,0.1,87,8.3,9.5,31,53
698,"25.7493469,-100.2868973",25.7493469,-100.2868973,"Guadalupe,CA",11/7/2022 21:00,50,20.9,88.5,8.2,10.4,45,50
699,"45.470501,9.19746075",45.470501,9.19746075,"Milan,MI",11/5/2022 23:00,59,0.1,74,28.4,na,22,59
700,"57.481308,-4.241451",57.481308,-4.241451,"Inverness,FL",11/8/2022 4:00,3,na,89.7,0.4,27,2,3
701,"45.16057658,10.79557331",45.16057658,10.79557331,"Mantua,VA",11/5/2022 23:00,30,0.1,92,21.5,28.1,11,30
702,"48.59043,7.744983",48.59043,7.744983,"Strasburg,VA",11/3/2022 8:00,20,na,100,13.8,0.9,20,63
703,"51.492507,-0.257252",51.492507,-0.257252,"Acton,CA",11/8/2022 4:00,30,0.7,48.5,2.8,27.8,17,30
704,"53.46008,-2.472056",53.46008,-2.472056,"Atherton,CA",11/8/2022 4:00,30,na,92.5,0.3,29.7,5,8
705,"-26.270361,28.416005",-26.270361,28.416005,"Springs,NY",11/8/2022 6:00,15,3.7,99,6.7,na,6,15
706,"52.9364915,9.0753464",52.9364915,9.0753464,"Bremen,GA",11/8/2022 5:00,20,na,83.6,2.3,19.5,9,na
707,"42.219002,-8.742058",42.219002,-8.742058,"San Martin,CA",11/8/2022 4:00,28,1,86.3,0.7,27.7,8,10
708,"54.59965,-5.928833",54.59965,-5.928833,"Belfast,ME",11/8/2022 4:00,30,na,81,1.4,0.9,12,30
709,"21.42463611,39.82916667",21.42463611,39.82916667,"Mecca,CA",2/27/2022 11:18,37,10,50,6,13,37,na
710,"32.054607,36.086468",32.054607,36.086468,"Jordan,MN",11/8/2022 3:00,27,25.4,62,20,na,27,na
711,"-33.79944,150.99778",-33.79944,150.99778,"Granville,OH",11/8/2022 14:00,22,2.3,53.1,1,22.4,9,15
712,"52.42031944,16.87728889",52.42031944,16.87728889,"Posen,IL",11/8/2022 5:00,46,0.1,90.9,12.6,7.4,11,46
713,"46.951111111111,7.4408333333333",46.95111111,7.440833333,"Berne,IN",11/8/2022 5:00,6,na,100,5.2,6.1,5,1
714,"39.366386409731,22.94306374023",39.36638641,22.94306374,"Volo,IL",11/8/2022 5:00,61,na,94.5,na,na,28,61
715,"-33.765278,151.13579",-33.765278,151.13579,"Eastwood,MI",11/8/2022 14:00,22,1.2,48,1,21.6,7,13
716,"50.1724916666666,3.23605531365857",50.17249167,3.236055314,"Cambria,CA",10/16/2016 3:00,-,na,95,23.8,0.4,36,32
717,"53.76559,-2.680353",53.76559,-2.680353,"Preston,ID",11/8/2022 4:00,29,na,87,2.3,28.7,9,21
718,"-33.91618,151.1358",-33.91618,151.1358,"Rockdale,TX",11/8/2022 14:00,20,na,50,1.9,20,11,16
719,"20.570367344035,-101.19007817525",20.57036734,-101.1900782,"Salamanca,NY",11/7/2022 16:00,22,na,30.5,na,na,22,na
720,"38.748611111111,-9.1488888888889",38.74861111,-9.148888889,"Lisbon,OH",11/8/2022 2:00,22,na,93,5.2,22,14,27
721,"25.421472222222,-100.99686111111",25.42147222,-100.9968611,"Saltillo,MS",8/6/2022 13:00,63,na,29.5,3,33.7,27,63
722,"34.2764,-118.68375",34.2764,-118.68375,"West Hills,NY",11/7/2022 20:00,26,na,85.4,1,25.6,2,5
723,"56.464258,-2.971386",56.464258,-2.971386,"Dundee,FL",11/3/2022 9:00,28,na,81,33.7,na,13,28
724,"-33.93177,151.2428",-33.93177,151.2428,"Kingsford,MI",11/8/2022 14:00,19,na,43.1,1,19.2,9,8
725,"51.666667,-3.194919",51.666667,-3.194919,"Blackwood,NJ",11/8/2022 4:00,17,na,96,1,27.3,5,17
726,"43.30608,5.39579",43.30608,5.39579,"Marseilles,IL",11/3/2022 9:00,23,0.1,81,7.6,19.8,12,23
727,"18.7983,110.3933",18.7983,110.3933,"Manning,SC",11/4/2022 7:00,93,5.9,82.2,5.1,31.7,36,93
728,"-27.4774,153.0281",-27.4774,153.0281,"Brisbane,CA",11/8/2022 14:00,17,na,47.4,na,na,12,17
729,"36.133317,-5.353175",36.133317,-5.353175,"Gibraltar,MI",11/2/2022 17:00,1,na,88,9.2,na,42,57
730,"45.017972,-74.735222",45.017972,-74.735222,"Cornwall,PA",11/8/2022 0:00,13,na,56,1.9,12.8,na,13
731,"53.59235,10.053724",53.59235,10.053724,"Hamburg,PA",11/8/2022 6:00,20,0.1,78.5,20.2,19.5,17,25
732,"-41.27822953,173.27352648",-41.27822953,173.2735265,"Nelson,GA",11/8/2022 17:00,7,na,75.4,na,na,7,na
733,"51.425286,-0.345606",51.425286,-0.345606,"Walton,KY",11/8/2022 4:00,32,na,83.2,27.9,31.9,9,22
734,"-27.9612,153.4024",-27.9612,153.4024,"Southport,NC",11/8/2022 14:00,9,na,79.2,1.4,9,6,3
735,"41.40388,2.2045226",41.40388,2.2045226,"Barceloneta,PR",11/8/2022 5:00,38,0.1,83,13.8,25,38,na
736,"-22.462144644634,-68.92806169339",-22.46214464,-68.92806169,"Kalama,WA",11/7/2022 23:00,19,3.6,19,11.3,19.2,19,17
737,"50.4108095,4.444643",50.4108095,4.444643,"Charleroi,PA",11/4/2022 7:00,2,na,96,na,na,2,13
738,"47.96,16.20694444",47.96,16.20694444,"Baden,PA",na,-,na,86,na,na,na,na
739,"-40.85,145.133",-40.85,145.133,"Smithton,IL",11/8/2022 15:00,9,na,84.7,na,na,7,9
740,"49.0428,-122.3097",49.0428,-122.3097,"Abbotsford,WI",11/7/2022 20:00,16,na,54,0.6,12.5,6,16
741,"22.562629699707,88.363037109375",22.5626297,88.36303711,"Calcutta,OH",11/8/2022 10:00,181,na,69,na,na,na,181
742,"33.3128,44.3615",33.3128,44.3615,"Bagdad,FL",11/8/2022 8:00,159,na,39,na,na,na,159
743,"43.92781137,2.145879865",43.92781137,2.145879865,"Albia,IA",11/8/2022 4:00,28,na,82,1.9,28.2,7,na
744,"-39.831316104673,-73.22851282209",-39.8313161,-73.22851282,"Las Animas,CO",11/8/2022 1:00,30,1.7,87,na,na,21,30
745,"43.5625,7.00722",43.5625,7.00722,"Kane,PA",11/8/2022 6:00,18,na,93,3.4,18.4,5,17
746,"57.7090200428988,11.9702405180056",57.70902004,11.97024052,"Gothenburg,NE",11/8/2022 5:00,12,na,93,2.1,na,12,5
747,"27.897633333333,-15.444942087759",27.89763333,-15.44494209,"Ingenio,PR",11/8/2022 4:00,20,0.1,82.9,2.8,19.5,10,13
748,"40.848913,-73.930604",40.848913,-73.930604,"Harlem,GA",11/7/2022 23:00,27,1.4,30,15.2,32,na,27
749,"64.044,-21.985",64.044,-21.985,"Islandia,NY",11/8/2022 3:00,4,0.1,75,2.6,na,2,4
750,"41.49918,-74.008886",41.49918,-74.008886,"Newburgh,IN",11/7/2022 23:00,46,na,42.6,16.9,3,na,46
751,"-36.78,174.74",-36.78,174.74,"North Shore,VA",11/8/2022 19:00,10,na,82,2.5,na,10,na
752,"49.8977123,10.8873264",49.8977123,10.8873264,"Bamberg,SC",11/8/2022 6:00,11,0.1,96,11.5,7.8,11,na
753,"9.985653,76.281342",9.985653,76.281342,"Malabar,FL",11/7/2022 14:00,8,8.2,54,4.2,na,6,83
754,"36.506015647598,-6.2685723945374",36.50601565,-6.268572395,"Cadiz,OH",11/8/2022 6:00,12,0.1,87,6,12.2,13,44
755,"55.7007621,12.5613124",55.7007621,12.5613124,"Denmark,SC",11/8/2022 5:00,18,1.5,95,2.7,18.1,na,na
756,"50.9472868218958,1.84308089509431",50.94728682,1.843080895,"Calais,ME",11/8/2022 3:00,10,na,76,3.7,28.9,10,5
757,"51.037279,13.7303687",51.037279,13.7303687,"Dresden,TN",11/8/2022 6:00,12,na,10,8.7,4.5,12,21
758,"47.3768866,8.541694",47.3768866,8.541694,"Lucerne,CA",11/8/2022 5:00,15,na,94.5,4.6,15.1,13,na
759,"52.420277777778,12.552222222222",52.42027778,12.55222222,"Brandenburg,KY",11/8/2022 6:00,14,0.1,91,4.6,13.5,5,17
760,"60.395929,5.312674",60.395929,5.312674,"Norway,MI",11/8/2022 6:00,27,na,91.6,0.9,26.7,1,2
761,"38.5040180163859,43.3712320382614",38.50401802,43.37123204,"Van,TX",11/8/2022 8:00,33,na,69,na,na,33,na
762,"45.81504217,9.06697886",45.81504217,9.06697886,"Como,WI",11/6/2022 23:00,34,0.1,82.7,24.7,20.8,11,34
763,"38.1935,-85.7121",38.1935,-85.7121,"Okolona,MS",11/8/2022 0:00,65,2.3,43,16.6,na,27,65
764,"44.55521,6.07306",44.55521,6.07306,"Gap,PA",11/3/2022 7:00,27,na,86.3,10.3,0.7,13,27
765,"49.5983299999403,6.13805799982412",49.59833,6.138058,"Luxemburg,WI",11/8/2022 5:00,13,na,na,na,12.2,11,13
766,"44.388806,7.8297411",44.388806,7.8297411,"Mondovi,WI",11/7/2022 5:00,17,0.1,76,10.6,16.7,na,na
767,"-38.757463,-62.286891",-38.757463,-62.286891,"Argentine,MI",4/25/2022 14:00,44,na,38.1,na,na,44,na
768,"40.4167754,-3.7037902",40.4167754,-3.7037902,"Madrid,IA",11/8/2022 6:00,53,0.1,72,12.4,7.4,20,53
769,"43.70208,7.28626",43.70208,7.28626,"Nice,CA",11/3/2022 9:00,32,na,89,12.5,0.9,18,32
770,"55.002851,-7.331128",55.002851,-7.331128,"Derry,PA",11/8/2022 5:00,28,na,82,0.5,28.1,7,25
771,"46.211678626461,5.226506120842",46.21167863,5.226506121,"Bourg,LA",11/4/2022 3:00,-,na,94,1.4,8,na,na
772,"51.5993,-0.068218",51.5993,-0.068218,"Enfield,NC",11/8/2022 4:00,34,7.3,84,3.9,6,15,34
773,"50.509334,18.288206",50.509334,18.288206,"Poland,OH",1/11/2021 8:00,45,na,99.3,5.5,na,45,46
774,"50.094238,14.442049",50.094238,14.442049,"Prague,OK",11/8/2022 6:00,30,na,77,10.8,7.2,21,30
775,"50.6325574,5.5796662",50.6325574,5.5796662,"Belgium,WI",11/4/2022 6:00,5,na,87,na,na,4,5
776,"53.74878,-0.341222",53.74878,-0.341222,"Hull,IA",11/8/2022 5:00,30,na,3,6.4,30,12,30
777,"37.007863,127.279856",37.007863,127.279856,"Anson,TX",11/8/2022 14:00,65,4.5,55,14.9,45.6,35,65
778,"35.8403239,137.9575572",35.8403239,137.9575572,"Ina,IL",11/8/2022 14:00,25,4.5,43.1,1.9,40,7,25
779,"53.37287,-3.022722",53.37287,-3.022722,"Liverpool,NY",11/8/2022 5:00,28,na,89,1.4,27.6,5,12
780,"51.48879,-0.441614",51.48879,-0.441614,"Ashford,AL",11/8/2022 5:00,33,na,82,1.2,32.8,8,18
781,"37.892595055141,-4.7801234744914",37.89259506,-4.780123474,"Cordova,AK",11/8/2022 5:00,1,0.1,81,10.6,10.2,28,72
782,"42.6311,-73.76555",42.6311,-73.76555,"Spencerville,OH",11/7/2022 23:00,23,2.3,59,na,2,na,23
783,"47.9071,1.90109",47.9071,1.90109,"Orleans,IN",11/8/2022 4:00,7,na,81,3.5,21.4,7,24
784,"19.530094444444,-96.881880555556",19.53009444,-96.88188056,"Jal,NM",11/7/2022 23:00,30,na,100,na,5.9,15,30
785,"-37.777543176927,175.28715904723",-37.77754318,175.287159,"Hamilton City,CA",11/8/2022 18:00,13,na,68,na,na,13,na
786,"55.944079,-4.734421",55.944079,-4.734421,"Greenock,PA",11/8/2022 5:00,12,na,76,2.1,15,6,12
787,"34.554382,69.2046",34.554382,69.2046,"Cabool,MO",8/15/2021 18:00,193,na,24,na,na,na,193
788,"49.3239,-123.0836",49.3239,-123.0836,"West End,NY",11/7/2022 21:00,9,0.1,84.5,1.9,9.1,na,8
789,"43.851367,25.964086",43.851367,25.964086,"Rouse,CA",11/8/2022 5:00,59,0.1,92.7,4.8,7.8,40,59
790,"1.4296436,103.7960862",1.4296436,103.7960862,"Woodlands,CA",11/8/2022 14:00,21,5,66,na,12,21,21
791,"39.458055555556,-0.37666666666667",39.45805556,-0.376666667,"Valencia,NM",11/8/2022 4:00,70,0.1,82,6.9,8.6,31,70
792,"41.475384,1.9212021",41.475384,1.9212021,"Martorell,PR",11/8/2022 5:00,14,0.1,82,12.4,14.3,20,42
793,"-36.601713211434,-72.958522830688",-36.60171321,-72.95852283,"Tome,NM",11/8/2022 1:00,61,20.6,87,7.3,4.8,40,61
794,"45.626104,9.025004",45.626104,9.025004,"Italy,TX",11/6/2022 23:00,42,na,83.5,22.9,19.9,15,42
795,"53.285833000178,-6.1319440004234",53.285833,-6.131944,"Kingstown,MD",11/8/2022 5:00,32,na,90.5,0.5,na,12,32
796,"53.91472,-122.74194",53.91472,-122.74194,"Prince George,VA",11/7/2022 21:00,16,na,61.6,1.1,9.7,9,16
797,"19.635501,-98.912003",19.635501,-98.912003,"Suárez,PR",na,-,na,29,na,na,na,na
798,"35.897778,14.489444",35.897778,14.489444,"Malta,MT",11/8/2022 8:00,55,0.1,77,30.2,2.1,20,55
799,"49.1328,-122.6942",49.1328,-122.6942,"Langley,SC",11/7/2022 21:00,12,0.1,76.6,1.6,10.8,na,12
800,"42.603888888889,-5.587222222222",42.60388889,-5.587222222,"Leon,IA",11/8/2022 5:00,19,0.1,69.5,3.2,18.7,15,5
801,"47.6514567,23.5695389",47.6514567,23.5695389,"Bay,AR",11/8/2022 8:00,219,na,100,9.1,219.2,na,na
802,"50.947268,6.957649",50.947268,6.957649,"Cologne,MN",11/8/2022 5:00,20,na,92,10.6,na,6,20
803,"-22.801917139,-45.19112236",-22.80191714,-45.19112236,"Lorena,TX",11/4/2022 17:00,25,na,52,2.3,18.3,8,25
804,"40.86369,14.25451",40.86369,14.25451,"Stella,PR",8/16/2022 9:00,16,3.2,77.8,9.6,16.3,9,28
805,"-37.65995,144.9411",-37.65995,144.9411,"Greenvale,NY",5/11/2021 14:00,16,na,76,na,na,11,16
806,"51.2056589,4.4180728",51.2056589,4.4180728,"Antwerp,OH",11/4/2022 7:00,30,na,87,na,na,14,30
807,"45.7037055,-73.660098",45.7037055,-73.660098,"Terrebonne,OR",11/8/2022 0:00,13,0.2,70,6,12.8,na,9
808,"25.6516471,-100.1059194",25.6516471,-100.1059194,"Juarez,TX",11/7/2022 23:00,64,15.9,83,3.5,20,64,46
809,"40.64182,-73.885552",40.64182,-73.885552,"Duck Hill,MS",8/13/2022 16:00,-,4.8,69.2,16.6,98.1,na,15
810,"53.549509,-113.48593",53.549509,-113.48593,"Edmonton,KY",11/7/2022 23:00,18,2.3,88,4.7,0.1,na,18
811,"61.3267,-149.569707",61.3267,-149.569707,"Eagle River,WI",11/7/2022 21:00,14,na,88,na,na,14,na
812,"-34.6775885,-58.701767",-34.6775885,-58.701767,"Moroni,UT",11/8/2022 2:00,32,1.7,69,na,na,32,25
813,"42.688055555556,-2.940555555556",42.68805556,-2.940555556,"Miranda,PR",11/8/2022 5:00,16,na,93,7.8,15.5,11,na
814,"55.836203,-4.508783",55.836203,-4.508783,"Paisley,FL",11/8/2022 5:00,12,na,72.6,10.6,13,7,12
815,"51.389286904505,-0.141661524779893",51.3892869,-0.141661525,"Sutton,NE",11/8/2022 5:00,17,na,88,26.5,na,15,17
816,"49.870277777778,8.6544444444444",49.87027778,8.654444444,"Darmstadt,IN",11/8/2022 6:00,18,0.1,96.1,19.2,3.4,8,18
817,"55.607469,-4.497986",55.607469,-4.497986,"Kilmarnock,VA",11/8/2022 5:00,15,na,87,3.6,na,8,15
818,"49.419552777873,8.6766638893551",49.41955278,8.676663889,"Heidelberg,TX",11/8/2022 7:00,11,na,81,6.9,11,8,23
819,"19.294298341379,-99.655297086786",19.29429834,-99.65529709,"Toluca,IL",11/7/2022 23:00,95,11.1,81,27.8,5.6,66,95
820,"22.611968,88.347422",22.611968,88.347422,"Bally,PA",11/8/2022 12:00,169,8.6,54.64,12.9,7.3,103,169
821,"42.7325,23.298611",42.7325,23.298611,"Sophia,WV",11/8/2022 8:00,49,na,71.5,17.8,0.6,49,na
822,"-26.662851,28.584703",-26.662851,28.584703,"Balfour,NC",11/8/2022 8:00,22,1.8,96.4,2.5,22.1,4,na
823,"44.647175,-63.573689",44.647175,-63.573689,"Halifax,VA",11/8/2022 2:00,18,na,61,na,na,na,18
824,"38.2286,-85.6544",38.2286,-85.6544,"Newburg,WI",11/8/2022 1:00,20,2.3,34,8.5,20,12,18
825,"50.546111111111,9.68",50.54611111,9.68,"Fulda,MN",11/8/2022 7:00,27,0.1,78.3,na,3.1,8,27
826,"20.030793,110.328859",20.030793,110.328859,"China,TX",11/8/2022 14:00,25,5.5,94,5.5,25.2,11,25
827,"36.719637446546,-4.4474984960109",36.71963745,-4.447498496,"Malaga,CA",11/8/2022 6:00,49,0.1,71,23.4,1.8,32,49
828,"43.12679,5.92194",43.12679,5.92194,"Toulon,IL",11/8/2022 6:00,13,na,80,5.8,11,13,na
829,"43.406667,-3.883333",43.406667,-3.883333,"Camargo,KY",11/8/2022 6:00,24,0.1,69.8,0.5,24.4,6,na
830,"53.862236999962,10.673320000237",53.862237,10.67332,"Lubeck,WV",11/8/2022 5:00,7,na,87,12.9,na,7,7
831,"41.9939694,12.7245045",41.9939694,12.7245045,"Tivoli,NY",11/6/2022 23:00,13,na,48.6,8.7,16.7,9,13
832,"-22.884198,-43.242592",-22.884198,-43.242592,"Rio,WI",11/7/2022 15:00,21,74.5,82,7.6,20.8,50,na
833,"67.275501,14.419057",67.275501,14.419057,"Bude,MS",11/8/2022 7:00,4,na,89,na,na,2,4
834,"-40.286857441758,-73.076710459412",-40.28685744,-73.07671046,"La Union,NM",11/8/2022 2:00,20,na,93,na,na,20,13
835,"49.411231944444,14.676388611111",49.41123194,14.67638861,"Tabor,IA",11/8/2022 6:00,23,na,97.9,6.4,1,23,9
836,"38.508114,-82.659301",38.508114,-82.659301,"Ironville,KY",11/8/2022 1:00,25,na,39.7,na,na,na,25
837,"-33.016889,27.899083",-33.016889,27.899083,"Buffalo City,WI",11/8/2022 6:00,18,4.4,205.35,na,0.7,18,na
838,"28.102509498246,-15.420199443431",28.1025095,-15.42019944,"Palmas,PR",11/8/2022 6:00,42,0.1,83,7.4,17.9,17,42
839,"15.5007,32.5599",15.5007,32.5599,"Sudan,TX",11/8/2022 9:00,82,na,23,na,na,na,82
840,"19.34561,-99.009381",19.34561,-99.009381,"Magdalena,NM",11/8/2022 0:00,42,5.6,58,15.8,10.4,na,42
841,"-37.7749672,145.3285",-37.7749672,145.3285,"Lilydale,MN",11/8/2022 18:00,27,3.4,51,21.3,27.2,18,24
842,"36.7558,3.039114",36.7558,3.039114,"Alger,OH",11/8/2022 8:00,74,na,87,na,na,na,74
843,"48.9302,2.29421",48.9302,2.29421,"Siren,WI",11/8/2022 6:00,17,na,78,5,na,7,17
844,"55.6750137,12.5693995",55.6750137,12.5693995,"Copenhagen,NY",11/8/2022 7:00,40,2.2,93,16.6,8.5,22,40
845,"48.4455319865787,0.110833528243159",48.44553199,0.110833528,"Alanson,MI",11/8/2022 5:00,-,na,81,1.9,15.9,10,25
846,"47.059444,15.466666",47.059444,15.466666,"Gratz,PA",11/8/2022 8:00,20,na,93.1,9.6,na,20,na
847,"45.5086699,-73.5539925",45.5086699,-73.5539925,"Montreal,WI",11/8/2022 1:00,12,6.4,58,3.7,12,na,12
848,"47.541111111111,7.5833333333333",47.54111111,7.583333333,"Ryan,OK",11/8/2022 8:00,11,na,93,15.1,1.6,11,na
849,"-42.081,145.553",-42.081,145.553,"Queenstown,MD",11/8/2022 17:00,3,na,57.1,na,na,3,5
850,"54.27296,-8.480431",54.27296,-8.480431,"Sligo,PA",na,-,na,78.5,na,na,na,na
851,"55.635129,37.658684",55.635129,37.658684,"Russia,OH",11/3/2022 1:00,30,1.9,86,11,na,12,30
852,"32.066158,34.777819",32.066158,34.777819,"Joppa,AL",11/8/2022 9:00,63,8.8,82,14.2,20.1,na,63
853,"53.1434501,8.2145521",53.1434501,8.2145521,"Oldenburg,IN",11/8/2022 8:00,15,na,88,17.9,14.7,10,na
854,"38.445,-0.80638888888889",38.445,-0.806388889,"Alda,NE",11/8/2022 6:00,30,na,80,5.1,9.8,8,30
855,"45.4478313,-73.4803865",45.4478313,-73.4803865,"La Prairie,MN",11/8/2022 0:00,12,0.1,64,9.1,12,na,12
856,"51.486957,0.095111",51.486957,0.095111,"Welling,OK",11/8/2022 6:00,27,na,87,4,27.3,6,6
857,"-43.159,147.072",-43.159,147.072,"Cygnet,OH",11/8/2022 17:00,9,na,52.2,na,na,8,9
858,"38.346258,-81.621161",38.346258,-81.621161,"Kanawha,IA",11/7/2022 21:00,15,na,64,na,15.2,na,na
859,"48.396866667006,9.9789750003815",48.39686667,9.978975,"Ulm,MT",11/8/2022 8:00,32,na,99,8.3,0.5,12,32
860,"-26.250733,27.9564167",-26.250733,27.9564167,"Riverlea,OH",11/8/2022 10:00,22,5.3,79.05,9.7,10.7,7,22
861,"52.0387126,23.1445026",52.0387126,23.1445026,"Alba,TX",11/8/2022 9:00,27,na,89,5,5.8,27,na
862,"49.4440155,11.0357855",49.4440155,11.0357855,"Nuremberg,PA",11/8/2022 8:00,30,0.1,100,25.6,7.8,30,na
863,"52.13795,4.83819",52.13795,4.83819,"Verden,OK",11/8/2022 8:00,16,na,70.3,4.2,16.4,8,na
864,"51.0583317184903,3.72929817206168",51.05833172,3.729298172,"Ghent,WV",11/4/2022 7:00,21,na,1.5,na,na,10,21
865,"44.651569,10.907312",44.651569,10.907312,"Modena,PA",11/6/2022 23:00,50,na,81,22.4,19.1,16,50
866,"53.563481,-2.330732",53.563481,-2.330732,"Radcliffe,IA",11/7/2022 23:00,10,na,88,2.3,na,10,na
867,"53.555726,9.943065",53.555726,9.943065,"Altona,CO",11/8/2022 7:00,25,0.1,90,20.2,15.9,13,25
868,"-21.1595,149.1549",-21.1595,149.1549,"Mackay,ID",11/8/2022 17:00,20,na,66,na,na,13,20
869,"53.3771105,-2.12021337",53.3771105,-2.12021337,"Stockport,OH",11/7/2022 20:00,-,na,85.7,2.8,na,10,na
